account_id,customer_id,avg_balance,account_open_days
A985,C2572,47245.25,1750
A986,C1930,39729.81,304
A987,C776,50644.93,1480
A988,C2937,7329.09,1043
A989,C2900,30561.4,772
A990,C809,16060.02,1544
A991,C2127,19502.83,1995
A992,C2514,21751.45,828
A993,C849,30856.38,1413
A994,C810,10247.14,1702
A995,C369,9155.68,1787
A996,C2075,9697.4,331
A997,C535,61807.54,597
A998,C2237,15569.92,49
A999,C187,8965.31,76
A1000,C936,65412.73,1511
A1001,C2562,29770.98,897
A1002,C765,25578.17,1049
A1003,C2426,25685.41,1243
A1004,C507,4088.09,1208
A1005,C2640,10163.68,1060
A1006,C2162,6664.54,477
A1007,C2965,8280.2,548
A1008,C2989,27557.65,643
A1009,C1986,298164.34,609
A1010,C2876,81039.68,1348
A1011,C99,99665.54,650
A1012,C2821,6846.93,772
A1013,C700,65086.8,679
A1014,C400,22867.53,582
A1015,C449,8000.26,1933
A1016,C1912,11694.58,385
A1017,C1750,46856.74,1302
A1018,C1140,533239.42,1619
A1019,C1432,22132.39,1278
A1020,C1030,19961.02,279
A1021,C2797,65638.35,653
A1022,C935,11564.85,388
A1023,C1176,59920.96,732
A1024,C49,70531.52,260
A1025,C181,104030.73,124
A1026,C1884,25865.01,1658
A1027,C71,15621.6,690
A1028,C1664,5316.96,1360
A1029,C2431,156553.47,1156
A1030,C2144,2064.4,1316
A1031,C1905,31347.37,1696
A1032,C1900,31450.13,1552
A1033,C572,19695.16,1535
A1034,C2046,78500.37,657
A1035,C2719,235782.89,1162
A1036,C1099,25701.18,845
A1037,C1676,56945.67,97
A1038,C903,57695.02,1950
A1039,C1823,21760.5,731
A1040,C2301,28839.13,609
A1041,C2761,30072.41,1838
A1042,C1145,12359.54,1546
A1043,C151,50081.17,968
A1044,C2118,54811.93,1156
A1045,C2532,20251.98,1628
A1046,C678,83769.49,1453
A1047,C2934,5789.97,701
A1048,C1618,6592.55,1781
A1049,C831,118055.76,465
A1050,C2296,7492.14,447
A1051,C1623,70318.4,1876
A1052,C553,8496.85,189
A1053,C1270,43079.78,1695
A1054,C323,31110.76,365
A1055,C205,18727.71,1727
A1056,C2763,23700.34,1315
A1057,C1513,18277.58,1037
A1058,C2900,4266.82,805
A1059,C2686,44106.56,379
A1060,C2513,8974.2,147
A1061,C470,90886.55,1874
A1062,C2208,58353.15,1431
A1063,C642,9034.39,1047
A1064,C497,69843.39,1096
A1065,C1640,21039.72,1730
A1066,C2361,2586.03,774
A1067,C133,47297.82,1325
A1068,C213,15037.09,168
A1069,C737,12318.69,1406
A1070,C1143,33831.29,140
A1071,C1357,58665.89,1895
A1072,C2765,20644.6,325
A1073,C2301,27019.71,128
A1074,C395,3415.81,157
A1075,C842,19611.92,669
A1076,C2566,13805.96,1122
A1077,C486,18856.72,203
A1078,C2673,56648.41,1164
A1079,C222,39651.52,1666
A1080,C2333,66735.73,1544
A1081,C2552,8246.81,646
A1082,C30,7511.68,1943
A1083,C2310,45213.3,955
A1084,C1125,10839.5,1534
A1085,C678,73212.7,1275
A1086,C1914,6279.22,361
A1087,C1204,30501.08,789
A1088,C537,28037.59,405
A1089,C1271,1549.73,1190
A1090,C2354,23487.27,651
A1091,C2340,72012.82,625
A1092,C538,25922.22,1365
A1093,C1077,29907.95,187
A1094,C931,29708.71,538
A1095,C651,19880.1,136
A1096,C882,26564.45,153
A1097,C2775,9183.52,1724
A1098,C2853,43506.15,1382
A1099,C1548,24212.54,590
A1100,C2724,12253.63,1453
A1101,C1497,10278.21,393
A1102,C399,18715.95,192
A1103,C2265,21944.18,1460
A1104,C2655,6238.01,1389
A1105,C1369,12006.74,1718
A1106,C518,324583.4,933
A1107,C2111,39628.52,200
A1108,C1290,12943.04,738
A1109,C546,11242.63,668
A1110,C2558,8367.48,118
A1111,C931,15721.57,1333
A1112,C521,24195.53,1386
A1113,C1422,36790.21,1919
A1114,C772,109372.71,149
A1115,C1903,44206.77,596
A1116,C1636,2700.16,1502
A1117,C2064,4498.05,1342
A1118,C1606,3222.08,1987
A1119,C244,12017.66,1621
A1120,C1145,26925.32,1250
A1121,C335,23646.41,1375
A1122,C1986,2548.94,1637
A1123,C2781,26264.73,449
A1124,C1386,2421.96,883
A1125,C2509,22984.66,923
A1126,C216,40436.15,1236
A1127,C362,27594.29,1091
A1128,C1197,54270.34,1593
A1129,C860,10037.28,354
A1130,C584,12404.7,933
A1131,C567,12506.06,523
A1132,C2445,18760.16,1151
A1133,C1796,4375.12,42
A1134,C752,38677.43,1011
A1135,C843,96813.14,1812
A1136,C2962,24281.22,788
A1137,C1679,8898.12,701
A1138,C514,16819.07,1524
A1139,C258,6857.59,270
A1140,C381,21045.13,846
A1141,C83,5785.54,322
A1142,C761,16747.62,542
A1143,C638,15883.93,1780
A1144,C2093,1690.13,1769
A1145,C1449,112134.39,1095
A1146,C2987,124349.25,935
A1147,C1996,16056.33,1309
A1148,C731,86292.2,1971
A1149,C2350,30308.35,185
A1150,C1165,40457.59,926
A1151,C1019,43659.4,564
A1152,C1400,4333.27,1890
A1153,C1223,35814.67,1975
A1154,C2326,21975.65,1280
A1155,C1839,61821.34,120
A1156,C391,95419.17,349
A1157,C2842,12546.17,885
A1158,C2366,3329.45,1723
A1159,C14,14654.1,608
A1160,C2283,3237.53,1251
A1161,C984,46980.37,971
A1162,C2398,15802.31,118
A1163,C2178,78755.38,1730
A1164,C742,14281.96,643
A1165,C2728,136745.53,1913
A1166,C2993,2562.36,1931
A1167,C2634,31334.94,1607
A1168,C2507,10800.29,1005
A1169,C1114,17500.54,1873
A1170,C2339,131554.24,1621
A1171,C93,10741.75,1907
A1172,C684,23842.06,988
A1173,C3,21998.21,599
A1174,C1378,62506.02,1039
A1175,C467,12702.81,954
A1176,C970,12055.36,1843
A1177,C78,5885.6,912
A1178,C2254,35559.73,1332
A1179,C45,39610.51,575
A1180,C872,1608.66,827
A1181,C521,11820.21,1190
A1182,C2453,31405.06,1604
A1183,C1261,15053.65,1064
A1184,C1257,17463.14,624
A1185,C1651,9029.08,922
A1186,C1047,56655.82,1256
A1187,C2651,460296.27,736
A1188,C2206,10447.48,575
A1189,C1421,10933.89,1293
A1190,C1702,16648.04,766
A1191,C2060,61272.58,1303
A1192,C2224,93846.04,1643
A1193,C2403,30320.89,487
A1194,C953,26185.09,1512
A1195,C969,66382.54,355
A1196,C403,10811.58,803
A1197,C2164,43885.53,1154
A1198,C1973,8254.99,1087
A1199,C2076,18023.45,748
A1200,C2428,75488.1,1521
A1201,C290,10827.72,1908
A1202,C2498,13962.04,1082
A1203,C2429,6067.4,1585
A1204,C2668,3816.56,918
A1205,C1147,48291.61,1538
A1206,C86,10332.95,713
A1207,C655,37308.46,623
A1208,C450,15932.53,386
A1209,C469,11358.72,600
A1210,C5,75248.45,1435
A1211,C2804,8911.75,868
A1212,C1395,37614.53,304
A1213,C844,5280.41,1075
A1214,C258,18579.35,408
A1215,C2326,25028.94,1650
A1216,C1703,69412.35,532
A1217,C2471,20075.45,1622
A1218,C2790,23936.75,752
A1219,C2805,86093.29,1016
A1220,C2512,14401.03,984
A1221,C1823,66384.9,792
A1222,C2695,100810.98,1391
A1223,C541,42515.83,83
A1224,C2664,31184.09,261
A1225,C297,26694.83,683
A1226,C2219,52913.51,490
A1227,C212,10451.51,323
A1228,C1177,9979.9,131
A1229,C2171,7114.26,126
A1230,C726,10855.32,1090
A1231,C2397,14185.96,655
A1232,C565,126772.08,1733
A1233,C2362,37534.31,1598
A1234,C1750,35103.85,176
A1235,C377,11687.69,1220
A1236,C1145,61044.26,386
A1237,C1279,38006.37,1671
A1238,C36,25556.89,294
A1239,C101,14226.33,1734
A1240,C437,7970.7,1255
A1241,C967,28669.39,361
A1242,C2494,21126.52,1524
A1243,C1267,8851.99,259
A1244,C1168,22576.14,335
A1245,C1019,18887.4,451
A1246,C2661,55834.82,1731
A1247,C2595,9287.24,334
A1248,C319,12857.54,110
A1249,C2970,11179.0,1622
A1250,C1996,34887.32,1469
A1251,C1220,36036.54,639
A1252,C2014,6105.63,832
A1253,C1041,18555.73,1636
A1254,C1869,15379.19,1778
A1255,C2586,30409.96,548
A1256,C1859,7827.25,885
A1257,C96,33232.84,773
A1258,C1442,32681.29,455
A1259,C2374,9690.75,1587
A1260,C1476,121573.63,1323
A1261,C270,9802.73,780
A1262,C2694,20491.03,916
A1263,C673,44777.92,1332
A1264,C2712,35257.75,420
A1265,C2619,6892.78,492
A1266,C379,24782.6,1206
A1267,C534,6903.23,189
A1268,C195,17726.63,1660
A1269,C1321,5186.19,1877
A1270,C813,145954.32,1030
A1271,C1153,115526.91,40
A1272,C699,32079.63,308
A1273,C554,7334.02,1475
A1274,C2531,11186.06,1572
A1275,C1316,345850.1,274
A1276,C2654,15941.61,387
A1277,C1917,12548.49,682
A1278,C1298,78427.43,324
A1279,C2038,4054.97,1511
A1280,C2496,2674.86,1356
A1281,C19,42784.45,1195
A1282,C228,4609.55,1216
A1283,C958,34153.48,971
A1284,C1624,65149.76,694
A1285,C2227,16574.96,1491
A1286,C2281,109423.39,703
A1287,C899,11009.79,438
A1288,C1689,5662.22,363
A1289,C2336,18727.56,617
A1290,C2885,23013.03,682
A1291,C1008,8519.52,1489
A1292,C599,69477.61,1341
A1293,C2188,5418.27,1814
A1294,C1256,29628.21,1823
A1295,C605,134115.38,680
A1296,C2163,67782.54,52
A1297,C2898,87825.5,1791
A1298,C471,83212.64,1451
A1299,C1509,37413.51,1685
A1300,C2717,57299.06,53
A1301,C2663,24812.33,378
A1302,C635,1140.2,649
A1303,C475,26416.05,575
A1304,C1983,1747.9,402
A1305,C2285,4229.35,1299
A1306,C1616,19991.73,825
A1307,C1213,62192.9,354
A1308,C2764,5364.51,1995
A1309,C1121,2108.79,1317
A1310,C1906,6339.27,441
A1311,C2211,4086.24,1222
A1312,C1658,25041.22,1706
A1313,C1638,4314.8,92
A1314,C1641,28018.96,1161
A1315,C2792,71081.76,55
A1316,C2983,29960.76,474
A1317,C233,21840.2,93
A1318,C1670,84507.56,801
A1319,C33,33781.23,77
A1320,C2011,39398.38,1173
A1321,C550,35094.2,1657
A1322,C1357,1416.02,1613
A1323,C2143,10194.32,1186
A1324,C227,106532.03,818
A1325,C1354,8225.32,289
A1326,C2129,45079.52,458
A1327,C2149,11457.23,1230
A1328,C903,23140.66,833
A1329,C2862,4091.59,446
A1330,C926,7302.68,1645
A1331,C1481,21504.33,883
A1332,C1095,26560.6,1357
A1333,C2126,5591.04,255
A1334,C905,3686.39,1283
A1335,C370,43765.65,1065
A1336,C1099,42193.16,505
A1337,C2426,45841.97,1191
A1338,C2847,102312.99,948
A1339,C608,67478.6,209
A1340,C730,46172.36,816
A1341,C2868,49135.0,315
A1342,C2083,22400.64,559
A1343,C2693,23502.62,1528
A1344,C2287,41263.49,820
A1345,C2296,57694.11,1219
A1346,C153,149751.32,1785
A1347,C708,34076.86,1577
A1348,C1281,40660.28,312
A1349,C2671,77028.98,900
A1350,C2339,30111.94,1004
A1351,C2087,11522.18,1227
A1352,C185,19465.55,786
A1353,C1837,22313.46,296
A1354,C1374,13577.13,233
A1355,C358,8814.71,1372
A1356,C2921,63938.54,884
A1357,C2262,102616.54,274
A1358,C2494,9051.59,1946
A1359,C2534,177991.39,1681
A1360,C2211,4775.77,364
A1361,C1764,37159.16,212
A1362,C1733,37050.83,1430
A1363,C720,9985.97,1886
A1364,C2216,74444.65,756
A1365,C345,21593.48,1526
A1366,C400,23857.53,1270
A1367,C2185,7641.7,717
A1368,C1994,2444.69,1960
A1369,C279,7192.5,1756
A1370,C1037,68227.47,1774
A1371,C2113,4356.91,1188
A1372,C2226,12007.88,1678
A1373,C2022,12553.79,1569
A1374,C2527,5416.94,1528
A1375,C9,17959.77,164
A1376,C1370,23810.01,959
A1377,C1517,23199.62,177
A1378,C2432,57384.95,1423
A1379,C1585,35982.91,495
A1380,C85,175033.61,1794
A1381,C1485,108623.14,51
A1382,C2606,29689.75,538
A1383,C605,32010.32,525
A1384,C2770,20642.37,1188
A1385,C392,43549.68,933
A1386,C660,15579.5,1504
A1387,C1939,27316.5,650
A1388,C668,63887.1,1574
A1389,C2101,81966.56,1193
A1390,C358,61597.81,1439
A1391,C1262,16985.1,1366
A1392,C2893,26987.65,478
A1393,C110,6416.94,1326
A1394,C2976,3520.1,1079
A1395,C2577,25924.73,392
A1396,C2529,112483.75,340
A1397,C610,1915.96,1028
A1398,C577,7424.06,524
A1399,C582,66885.41,785
A1400,C826,40265.82,954
A1401,C1439,36178.18,886
A1402,C956,29400.8,232
A1403,C2823,97979.35,1149
A1404,C1046,16356.93,1409
A1405,C796,21170.28,714
A1406,C889,12803.94,1293
A1407,C950,6700.07,1701
A1408,C2968,184998.96,1818
A1409,C1353,12007.07,693
A1410,C906,4621.13,392
A1411,C2048,42646.12,1161
A1412,C1347,2339.59,779
A1413,C2578,26395.37,513
A1414,C2601,3493.38,1189
A1415,C314,19795.57,1933
A1416,C949,26577.3,1765
A1417,C2114,4475.72,1383
A1418,C2675,40701.71,1387
A1419,C2908,49041.28,415
A1420,C2969,36388.59,75
A1421,C2203,5238.81,966
A1422,C20,104652.99,1231
A1423,C928,20098.58,927
A1424,C1678,106052.28,1300
A1425,C377,30207.24,201
A1426,C159,97176.98,372
A1427,C462,48567.05,117
A1428,C2981,8405.21,1979
A1429,C623,77032.88,1726
A1430,C910,11770.44,800
A1431,C995,11066.31,425
A1432,C22,7311.13,1418
A1433,C2778,36816.98,1517
A1434,C2651,31559.67,969
A1435,C105,30507.11,933
A1436,C2515,3031.85,1645
A1437,C2250,167904.7,762
A1438,C100,41493.8,984
A1439,C613,33137.42,520
A1440,C1557,22327.81,1803
A1441,C926,15183.03,1718
A1442,C468,36110.79,1326
A1443,C1007,93233.76,286
A1444,C1229,5971.26,1849
A1445,C347,32113.0,1860
A1446,C2462,17919.74,605
A1447,C1632,35361.12,1599
A1448,C339,5969.43,1108
A1449,C2757,19305.1,240
A1450,C2155,45222.1,67
A1451,C2752,100274.72,1108
A1452,C1770,31648.95,1913
A1453,C1754,134493.17,1860
A1454,C2341,20904.26,457
A1455,C2165,34878.08,1062
A1456,C2734,7091.94,1692
A1457,C1809,37538.4,1212
A1458,C436,12746.34,1264
A1459,C1037,72681.78,1108
A1460,C370,4538.59,634
A1461,C662,2324.8,591
A1462,C1370,3236.8,487
A1463,C2856,63123.93,942
A1464,C2718,15956.78,1331
A1465,C215,26134.9,1749
A1466,C2566,18841.8,565
A1467,C1064,65527.29,1601
A1468,C1938,5309.23,1206
A1469,C108,10322.66,609
A1470,C2466,17720.62,83
A1471,C989,51306.22,138
A1472,C2352,13953.47,890
A1473,C1780,33383.92,34
A1474,C1264,57351.37,388
A1475,C43,28882.92,1122
A1476,C604,15858.96,1133
A1477,C86,34357.01,167
A1478,C2277,18247.66,1789
A1479,C554,6002.61,1325
A1480,C505,14920.09,1295
A1481,C2962,6295.13,1015
A1482,C2710,71525.79,495
A1483,C291,13602.13,1447
A1484,C1823,3035.72,1572
A1485,C467,34676.57,1668
A1486,C1585,129040.63,1263
A1487,C2766,8145.13,448
A1488,C1362,45888.7,104
A1489,C2610,4357.36,97
A1490,C2151,14604.45,1156
A1491,C1555,20748.46,1928
A1492,C666,20044.83,101
A1493,C1032,44608.48,983
A1494,C2281,34819.65,1294
A1495,C1180,59267.37,837
A1496,C2201,47192.1,1793
A1497,C251,43363.28,393
A1498,C2128,11629.9,552
A1499,C1341,14904.56,1823
A1500,C1664,8192.17,404
A1501,C813,41102.62,1704
A1502,C68,46159.28,1453
A1503,C236,30604.82,428
A1504,C2541,31345.91,1618
A1505,C418,3820.09,276
A1506,C622,42652.77,1980
A1507,C2398,12629.05,245
A1508,C2190,46192.29,1495
A1509,C2616,21520.91,730
A1510,C1390,46874.65,1502
A1511,C1096,19243.4,164
A1512,C2759,35477.33,502
A1513,C2302,14206.94,1392
A1514,C141,86635.2,1479
A1515,C2620,9515.27,141
A1516,C526,9996.61,1973
A1517,C2515,7533.83,1515
A1518,C590,37300.5,423
A1519,C194,17971.65,123
A1520,C2234,18286.33,468
A1521,C823,49598.86,1003
A1522,C1921,25788.87,395
A1523,C2126,59579.01,1164
A1524,C412,17204.87,779
A1525,C1027,80634.43,259
A1526,C2520,18161.43,1045
A1527,C1680,20458.5,1528
A1528,C497,161697.28,1625
A1529,C2722,9566.38,1510
A1530,C2464,30909.01,1056
A1531,C11,5322.2,1889
A1532,C2438,21692.12,1384
A1533,C2865,8269.54,758
A1534,C1553,74677.78,74
A1535,C1566,27730.3,619
A1536,C2348,12731.78,1007
A1537,C2878,18508.0,104
A1538,C515,11167.97,1144
A1539,C1673,53085.81,1430
A1540,C1788,16899.81,1964
A1541,C1655,33464.74,42
A1542,C2726,29377.92,66
A1543,C2269,33296.74,1676
A1544,C2284,148007.3,316
A1545,C2175,11763.4,218
A1546,C2267,25286.19,242
A1547,C621,4529.99,172
A1548,C1506,26357.32,224
A1549,C2373,17027.29,1198
A1550,C2501,83231.78,1963
A1551,C1007,37472.4,1698
A1552,C2009,10073.36,1141
A1553,C2239,9859.2,462
A1554,C227,63750.5,1360
A1555,C555,13228.34,672
A1556,C1852,12131.03,37
A1557,C2124,20626.5,1467
A1558,C669,36096.65,663
A1559,C1522,16761.48,571
A1560,C363,23414.39,581
A1561,C550,14297.45,1827
A1562,C2654,5478.69,1087
A1563,C1664,4519.93,1639
A1564,C1306,4453.4,1691
A1565,C306,9767.33,87
A1566,C319,25578.03,651
A1567,C1164,32038.92,1357
A1568,C1589,17576.93,969
A1569,C1981,159979.25,1892
A1570,C1596,12961.14,1084
A1571,C731,44118.46,496
A1572,C2326,9830.78,763
A1573,C2687,13374.33,1459
A1574,C1986,32078.76,1156
A1575,C2209,10515.37,1712
A1576,C1409,5170.93,210
A1577,C188,3523.18,210
A1578,C2255,4452.65,1643
A1579,C1468,50210.25,1855
A1580,C1877,21365.14,294
A1581,C2339,11798.34,419
A1582,C1644,12340.98,1871
A1583,C281,5423.16,53
A1584,C2230,13089.87,1566
A1585,C659,17068.73,660
A1586,C57,40298.79,177
A1587,C960,511972.24,1378
A1588,C1356,28886.71,78
A1589,C1081,11099.56,1330
A1590,C788,36160.92,316
A1591,C51,31110.55,201
A1592,C974,7595.54,489
A1593,C1187,14262.88,650
A1594,C264,19710.08,601
A1595,C1527,10436.81,930
A1596,C2597,19315.33,1938
A1597,C979,71961.65,675
A1598,C2604,66709.12,769
A1599,C775,12152.93,148
A1600,C641,19471.16,510
A1601,C431,22468.37,1728
A1602,C2325,17338.93,1659
A1603,C2324,28112.79,636
A1604,C264,4931.72,1806
A1605,C2220,22143.2,1375
A1606,C1474,8456.3,550
A1607,C2567,36590.93,748
A1608,C439,13008.57,1782
A1609,C676,3388.17,1724
A1610,C1586,31533.96,1139
A1611,C1666,7242.0,154
A1612,C49,45752.48,920
A1613,C1985,4521.05,971
A1614,C241,50608.97,1214
A1615,C1412,8923.81,1382
A1616,C1597,297014.98,1449
A1617,C1710,34893.69,1940
A1618,C2625,108629.61,1122
A1619,C1221,50115.67,765
A1620,C1410,29691.89,69
A1621,C246,4618.02,84
A1622,C324,77655.21,497
A1623,C2574,36794.73,1062
A1624,C2132,23140.79,360
A1625,C1978,36865.54,1764
A1626,C65,29965.23,1688
A1627,C869,45509.83,719
A1628,C1533,8472.09,873
A1629,C311,39412.52,310
A1630,C2033,11186.74,676
A1631,C2236,7581.4,1007
A1632,C2204,23712.46,884
A1633,C1213,5339.57,746
A1634,C2915,15937.51,1227
A1635,C929,9226.89,191
A1636,C1754,15142.74,1903
A1637,C1739,55392.46,1047
A1638,C1273,27993.27,1374
A1639,C1263,21536.54,841
A1640,C2853,35208.12,1771
A1641,C1834,10436.59,830
A1642,C2806,52489.86,726
A1643,C2933,42122.97,641
A1644,C2870,47163.51,407
A1645,C523,12679.45,1326
A1646,C1307,22150.19,1525
A1647,C2919,69080.87,236
A1648,C371,27386.72,33
A1649,C2030,35449.44,1312
A1650,C470,10964.36,1231
A1651,C872,10714.77,506
A1652,C1079,12444.68,681
A1653,C2731,6025.09,1049
A1654,C1435,32288.39,740
A1655,C2064,26397.11,532
A1656,C533,13947.12,1333
A1657,C292,84189.75,252
A1658,C2659,4451.14,334
A1659,C2927,102607.87,1712
A1660,C2503,42164.16,654
A1661,C2668,20237.91,358
A1662,C559,40739.92,184
A1663,C2478,137444.41,1213
A1664,C715,19913.58,788
A1665,C2469,191108.32,143
A1666,C2346,10355.25,1492
A1667,C1091,1862.31,309
A1668,C1337,10435.94,1869
A1669,C404,156307.89,1175
A1670,C2955,81268.59,1140
A1671,C2054,16358.87,1937
A1672,C2209,4778.42,1574
A1673,C1995,22822.46,279
A1674,C1556,24186.49,396
A1675,C603,19958.2,297
A1676,C961,2235.42,853
A1677,C1512,12103.29,1612
A1678,C841,30037.76,1672
A1679,C1520,42507.81,806
A1680,C1746,6634.69,1157
A1681,C2282,8552.33,1479
A1682,C1203,19335.17,1032
A1683,C1387,55937.07,377
A1684,C2809,79880.19,170
A1685,C2334,10581.86,1773
A1686,C2316,15487.85,1212
A1687,C1414,38077.18,1558
A1688,C146,33076.73,565
A1689,C2306,11713.23,930
A1690,C2320,4677.55,1813
A1691,C43,12199.75,137
A1692,C1198,11258.11,350
A1693,C2920,68837.17,1775
A1694,C2487,13369.58,841
A1695,C490,6236.9,1590
A1696,C239,44236.0,1355
A1697,C370,53110.0,1435
A1698,C2858,95194.94,1680
A1699,C2038,23504.42,1562
A1700,C948,13050.68,1021
A1701,C1486,16571.31,554
A1702,C2159,3191.1,1977
A1703,C1149,21784.3,1818
A1704,C34,6092.63,223
A1705,C1781,15598.92,593
A1706,C2169,15176.37,739
A1707,C74,3447.61,1323
A1708,C1429,39210.11,732
A1709,C1250,8260.98,970
A1710,C497,29632.97,235
A1711,C2979,14705.04,498
A1712,C70,42634.25,618
A1713,C2143,9237.45,434
A1714,C1071,88447.11,1049
A1715,C1347,16206.72,378
A1716,C1566,56668.54,1449
A1717,C1521,85546.73,1747
A1718,C2030,9044.26,423
A1719,C2984,48245.03,1865
A1720,C1557,7963.24,1897
A1721,C2625,16004.28,594
A1722,C1402,29879.32,1217
A1723,C1148,27530.32,1240
A1724,C1985,14727.11,97
A1725,C2099,6314.87,452
A1726,C770,21518.03,495
A1727,C1907,8113.23,143
A1728,C708,73341.72,1327
A1729,C402,9097.34,1732
A1730,C515,14946.39,1511
A1731,C2746,21317.1,836
A1732,C1757,2141.94,437
A1733,C534,10568.95,107
A1734,C1469,45388.11,793
A1735,C796,69282.84,1345
A1736,C486,29958.35,1798
A1737,C698,26096.66,222
A1738,C395,20298.34,1394
A1739,C2174,12987.52,41
A1740,C1238,88393.56,1519
A1741,C160,76660.45,1181
A1742,C504,8629.1,1343
A1743,C145,19890.33,1692
A1744,C1559,53220.63,1717
A1745,C887,27124.54,1285
A1746,C2660,28452.65,181
A1747,C1713,47491.7,792
A1748,C1330,31108.13,702
A1749,C1177,8768.86,1990
A1750,C1878,37596.41,816
A1751,C82,39285.23,508
A1752,C2838,26396.87,433
A1753,C314,18872.44,1110
A1754,C2360,17771.63,935
A1755,C368,6687.38,679
A1756,C1426,8502.5,1613
A1757,C154,10395.3,1005
A1758,C2612,160622.13,385
A1759,C885,40392.83,1611
A1760,C2782,16209.7,54
A1761,C108,52229.73,1898
A1762,C2098,50643.81,1361
A1763,C235,18046.95,1684
A1764,C2802,51460.3,663
A1765,C1246,14624.23,448
A1766,C1786,4074.59,470
A1767,C1713,17316.29,284
A1768,C2989,42927.35,1544
A1769,C2884,134797.87,1158
A1770,C1985,3706.94,994
A1771,C1793,3422.34,1396
A1772,C370,5190.93,906
A1773,C2076,12473.01,458
A1774,C674,49098.76,1106
A1775,C2391,160203.52,978
A1776,C2624,88622.32,405
A1777,C391,4012.43,642
A1778,C1765,7643.34,1376
A1779,C1308,54145.66,1793
A1780,C2819,18153.1,296
A1781,C968,33454.55,52
A1782,C2201,11789.28,340
A1783,C771,78856.64,81
A1784,C2163,9475.13,1908
A1785,C283,17250.76,1368
A1786,C1490,8862.93,1210
A1787,C1837,71487.58,1130
A1788,C2996,11419.65,840
A1789,C1353,38640.0,1063
A1790,C642,74865.31,446
A1791,C1143,26303.36,1376
A1792,C255,3922.95,769
A1793,C2857,85835.91,1519
A1794,C413,37545.84,652
A1795,C1518,75961.26,626
A1796,C290,12223.44,340
A1797,C1377,32693.43,1534
A1798,C2265,238906.38,437
A1799,C2726,1873.34,517
A1800,C1779,44429.57,215
A1801,C2824,20852.82,1775
A1802,C1949,224688.12,1917
A1803,C565,101874.08,916
A1804,C1546,7622.8,1376
A1805,C716,19950.46,521
A1806,C2432,11283.29,950
A1807,C1360,7192.33,1754
A1808,C2651,4664.63,1726
A1809,C1094,10603.1,330
A1810,C1400,52653.0,1130
A1811,C76,4979.05,930
A1812,C959,69138.42,1851
A1813,C2511,2107.94,1116
A1814,C1499,6713.63,842
A1815,C2149,79370.38,543
A1816,C2423,53316.66,541
A1817,C1482,37147.03,1409
A1818,C2063,15486.91,1434
A1819,C1769,22665.13,843
A1820,C714,353975.94,860
A1821,C610,248345.69,277
A1822,C251,56156.03,64
A1823,C1697,44315.4,365
A1824,C1054,12668.58,932
A1825,C772,9124.22,617
A1826,C1615,10597.13,756
A1827,C2766,3918.16,187
A1828,C86,31233.61,216
A1829,C651,2836.88,564
A1830,C2164,10680.17,837
A1831,C1031,3984.71,177
A1832,C934,23208.42,1967
A1833,C2142,34657.58,1269
A1834,C1849,9153.22,1482
A1835,C756,10863.26,584
A1836,C1518,30322.39,546
A1837,C2616,7676.0,1997
A1838,C369,8034.35,1472
A1839,C836,26817.93,986
A1840,C2226,26625.92,490
A1841,C2493,19326.61,1242
A1842,C2609,36011.65,220
A1843,C2841,14528.28,265
A1844,C1780,36329.46,1207
A1845,C540,91974.16,280
A1846,C2416,14642.09,675
A1847,C1446,68106.8,1213
A1848,C2508,87119.91,1749
A1849,C423,5639.92,1188
A1850,C983,57685.3,676
A1851,C376,11060.96,1202
A1852,C2494,86576.84,552
A1853,C190,54420.22,377
A1854,C325,13041.88,626
A1855,C2201,8632.12,310
A1856,C997,14128.47,1230
A1857,C826,62476.01,1797
A1858,C57,35455.1,305
A1859,C1152,59846.07,1714
A1860,C2195,26178.11,737
A1861,C1256,10697.68,251
A1862,C2741,19315.94,1291
A1863,C1628,30647.59,1039
A1864,C2228,71179.83,800
A1865,C1145,62296.27,980
A1866,C997,6527.93,982
A1867,C2566,31664.04,1778
A1868,C2798,2012.88,761
A1869,C1934,18456.94,382
A1870,C2782,21022.64,1793
A1871,C499,10746.04,1812
A1872,C438,39522.83,976
A1873,C623,6666.22,793
A1874,C1920,14550.77,1234
A1875,C1200,23581.89,1950
A1876,C1950,54796.42,158
A1877,C1426,22919.38,244
A1878,C1386,126296.19,188
A1879,C1377,3231.9,448
A1880,C1418,25268.87,86
A1881,C2402,74780.73,1260
A1882,C2106,66904.59,1556
A1883,C1156,25935.13,1649
A1884,C1189,30736.63,323
A1885,C2391,23770.46,595
A1886,C1089,21594.88,1436
A1887,C194,42196.48,1006
A1888,C333,70790.0,1862
A1889,C216,7937.61,1184
A1890,C1361,60740.31,1028
A1891,C2620,7394.93,1043
A1892,C1591,196949.63,521
A1893,C1315,33593.99,1443
A1894,C2146,88913.92,1838
A1895,C171,13301.45,447
A1896,C623,13555.61,1979
A1897,C356,20446.37,408
A1898,C486,45992.42,1595
A1899,C508,34579.01,63
A1900,C1251,196176.24,1671
A1901,C1711,32058.97,1888
A1902,C1614,18282.64,948
A1903,C1723,7255.65,1103
A1904,C676,12219.27,1791
A1905,C1152,27956.72,311
A1906,C381,26947.32,117
A1907,C346,37478.85,35
A1908,C298,44265.05,618
A1909,C52,9039.63,1949
