group_id,typology,txn_count,total_amount,unique_accounts
CIRC_00038,Circular Transaction Loop; Underground Banking (Hawala),2,935435.8,2
CIRC_00040,Circular Transaction Loop; Underground Banking (Hawala),2,935435.8,2
HAWALA_00216,Underground Banking (Hawala),2,935123.37,2
HAWALA_00214,Underground Banking (Hawala),2,935123.37,2
HAWALA_00215,Underground Banking (Hawala),2,935123.37,2
HAWALA_00217,Underground Banking (Hawala),2,935123.37,1
HAWALA_00212,Underground Banking (Hawala),2,935123.37,2
HAWALA_00219,Underground Banking (Hawala),2,935123.37,2
HAWALA_00213,Underground Banking (Hawala),2,935123.37,1
HAWALA_00218,Underground Banking (Hawala),2,935123.37,2
CHARITY_00055,Charity Abuse; Circular Transaction Loop; Underground Banking (Hawala),2,934935.54,2
HAWALA_00332,Underground Banking (Hawala),2,934829.4299999999,1
HAWALA_00336,Underground Banking (Hawala),2,934829.4299999999,2
HAWALA_00334,Underground Banking (Hawala),2,934829.4299999999,2
HAWALA_00338,Underground Banking (Hawala),2,934829.4299999999,2
CHARITY_02410,Charity Abuse,14,934450.2,4
CHARITY_00646,Charity Abuse,23,934408.48,11
PASS_00412,Pass-Through Transit Hub,2,934045.77,2
CHARITY_01666,Charity Abuse,21,933902.06,13
CHARITY_01187,Charity Abuse; Pass-Through Transit Hub,1,933058.04,1
PASS_00322,Charity Abuse; Pass-Through Transit Hub,1,933058.04,1
FUNNEL_00245,Charity Abuse; Funnel Account Network; Underground Banking (Hawala),2,932686.46,2
CHARITY_02860,Charity Abuse; Funnel Account Network; Underground Banking (Hawala),2,932686.46,2
HRCORR_00008,High-Risk Corridor Transfer,4,932458.1299999999,1
CHARITY_03037,Charity Abuse; Circular Transaction Loop; Underground Banking (Hawala),2,932411.12,2
FUNNEL_00073,Funnel Account Network,24,932194.76,17
HRCORR_00422,High-Risk Corridor Transfer,3,931769.25,1
FUNNEL_00199,Charity Abuse; Funnel Account Network,17,931634.6799999999,11
CHARITY_02388,Charity Abuse; Funnel Account Network,17,931634.6799999999,11
CHARITY_00326,Charity Abuse,17,931411.62,11
HRCORR_00276,High-Risk Corridor Transfer,3,931262.28,1
PASS_00084,Pass-Through Transit Hub,2,930634.0700000001,2
PASS_00617,Pass-Through Transit Hub,1,929622.71,1
CHARITY_02215,Charity Abuse; Underground Banking (Hawala),2,928374.92,2
CHARITY_00156,Charity Abuse,16,928367.74,11
CHARITY_01512,Charity Abuse,22,927934.9400000001,8
HRCORR_00220,High-Risk Corridor Transfer,3,927890.5599999999,1
HAWALA_00288,Underground Banking (Hawala),2,927848.7,2
HAWALA_00285,Underground Banking (Hawala),2,927848.7,1
HAWALA_00290,Underground Banking (Hawala),2,927848.7,2
HAWALA_00286,Underground Banking (Hawala),2,927848.7,2
HAWALA_00284,Underground Banking (Hawala),2,927848.7,2
HAWALA_00289,Underground Banking (Hawala),2,927848.7,1
HAWALA_00291,Underground Banking (Hawala),2,927848.7,2
HAWALA_00287,Underground Banking (Hawala),2,927848.7,2
PASS_00322,Pass-Through Transit Hub,1,927550.57,1
CHARITY_02680,Charity Abuse; Underground Banking (Hawala),2,927216.28,2
CHARITY_00554,Charity Abuse; Pass-Through Transit Hub,1,926972.77,1
PASS_00234,Charity Abuse; Pass-Through Transit Hub,1,926972.77,1
CHARITY_01237,Charity Abuse; Underground Banking (Hawala),2,926110.8,2
CHARITY_02297,Charity Abuse,16,925528.49,8
CHARITY_01470,Charity Abuse; Underground Banking (Hawala),2,924724.04,2
HAWALA_02306,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_02309,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_02302,Underground Banking (Hawala),4,923874.1499999999,2
HAWALA_02299,Underground Banking (Hawala),4,923874.1499999999,4
HAWALA_02296,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_02297,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_02298,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_02305,Underground Banking (Hawala),4,923874.1499999999,2
HAWALA_02310,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_02304,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_02303,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_02307,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_02308,Underground Banking (Hawala),4,923874.1499999999,4
HAWALA_02311,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_02301,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_02300,Underground Banking (Hawala),4,923874.1499999999,3
HAWALA_00374,Charity Abuse; Underground Banking (Hawala),2,923377.41,2
HAWALA_00372,Charity Abuse; Underground Banking (Hawala),2,923377.41,2
HAWALA_00376,Charity Abuse; Underground Banking (Hawala),2,923377.41,2
HAWALA_00373,Charity Abuse; Underground Banking (Hawala),2,923377.41,2
HAWALA_00377,Charity Abuse; Underground Banking (Hawala),2,923377.41,2
HAWALA_00379,Charity Abuse; Underground Banking (Hawala),2,923377.41,2
HAWALA_00378,Charity Abuse; Underground Banking (Hawala),2,923377.41,2
HAWALA_00375,Charity Abuse; Underground Banking (Hawala),2,923377.41,2
CHARITY_01063,Charity Abuse,17,923074.4800000001,11
FUNNEL_00072,Charity Abuse; Funnel Account Network,13,922680.87,4
PASS_00360,Pass-Through Transit Hub,2,922365.3500000001,2
CHARITY_02314,Charity Abuse; Money Mule Network,8,922074.52,1
MULE_00025,Charity Abuse; Money Mule Network,8,922074.52,1
HRCORR_00487,High-Risk Corridor Transfer,3,921562.2200000001,1
FUNNEL_00156,Funnel Account Network,31,921512.38,21
PASS_00640,Charity Abuse; Pass-Through Transit Hub,1,921498.36,1
CHARITY_01041,Charity Abuse; Pass-Through Transit Hub,1,921498.36,1
CHARITY_01346,Charity Abuse,17,921454.19,8
CHARITY_01285,Charity Abuse,20,921400.7,7
PASS_00473,Pass-Through Transit Hub,2,921230.37,1
CHARITY_02633,Charity Abuse,25,920821.53,8
CHARITY_02492,Charity Abuse; Underground Banking (Hawala),2,920701.04,2
FUNNEL_00026,Charity Abuse; Funnel Account Network,10,919068.1399999999,7
CHARITY_01958,Charity Abuse,19,919051.64,10
HRCORR_00180,High-Risk Corridor Transfer,4,918654.5900000001,1
CHARITY_01883,Charity Abuse; Funnel Account Network,12,917937.68,10
FUNNEL_00155,Charity Abuse; Funnel Account Network,12,917937.68,10
HAWALA_02341,Underground Banking (Hawala),4,917454.04,3
HAWALA_02347,Underground Banking (Hawala),4,917454.04,3
HAWALA_02349,Underground Banking (Hawala),4,917454.04,2
HAWALA_02350,Underground Banking (Hawala),4,917454.04,3
HAWALA_02351,Underground Banking (Hawala),4,917454.04,3
HAWALA_02336,Underground Banking (Hawala),4,917454.04,3
HAWALA_02345,Underground Banking (Hawala),4,917454.04,3
HAWALA_02346,Underground Banking (Hawala),4,917454.04,3
HAWALA_02338,Underground Banking (Hawala),4,917454.04,2
HAWALA_02337,Underground Banking (Hawala),4,917454.04,3
HAWALA_02340,Underground Banking (Hawala),4,917454.04,3
HAWALA_02339,Underground Banking (Hawala),4,917454.04,3
HAWALA_02348,Underground Banking (Hawala),4,917454.04,3
HAWALA_02342,Underground Banking (Hawala),4,917454.04,3
HAWALA_02344,Underground Banking (Hawala),4,917454.04,4
HAWALA_02343,Underground Banking (Hawala),4,917454.04,4
HAWALA_00379,Underground Banking (Hawala),2,917142.38,2
HAWALA_00374,Underground Banking (Hawala),2,917142.38,2
HAWALA_00377,Underground Banking (Hawala),2,917142.38,1
HAWALA_00378,Underground Banking (Hawala),2,917142.38,2
HAWALA_00376,Underground Banking (Hawala),2,917142.38,2
HAWALA_00372,Underground Banking (Hawala),2,917142.38,2
HAWALA_00373,Underground Banking (Hawala),2,917142.38,1
HAWALA_00375,Underground Banking (Hawala),2,917142.38,2
CHARITY_02392,Charity Abuse,16,916586.16,14
CHARITY_00281,Charity Abuse; Funnel Account Network,9,916204.9199999999,6
PASS_00642,Pass-Through Transit Hub,1,916194.3,1
CHARITY_00147,Charity Abuse,19,915676.76,8
CHARITY_02322,Charity Abuse,15,915218.27,10
PASS_00234,Pass-Through Transit Hub,1,914614.55,1
CHARITY_03240,Charity Abuse,14,914152.8600000001,12
PASS_00074,Pass-Through Transit Hub,2,913739.81,2
PASS_00370,Pass-Through Transit Hub,2,913449.3200000001,2
HAWALA_00326,Underground Banking (Hawala),2,913029.3200000001,2
HAWALA_00330,Underground Banking (Hawala),2,913029.3200000001,2
HAWALA_00324,Underground Banking (Hawala),2,913029.3200000001,2
HAWALA_00327,Underground Banking (Hawala),2,913029.3200000001,2
HAWALA_00328,Underground Banking (Hawala),2,913029.3200000001,2
HAWALA_00329,Underground Banking (Hawala),2,913029.3200000001,1
HAWALA_00325,Underground Banking (Hawala),2,913029.3200000001,1
HAWALA_00331,Underground Banking (Hawala),2,913029.3200000001,2
FUNNEL_00014,Funnel Account Network,33,912231.79,21
PASS_00640,Pass-Through Transit Hub,1,911243.07,1
CHARITY_01801,Charity Abuse,30,911010.91,17
FUNNEL_00040,Funnel Account Network,14,910824.69,9
HRCORR_00309,High-Risk Corridor Transfer,3,910627.87,1
PASS_00617,Charity Abuse; Pass-Through Transit Hub,1,910519.06,1
CHARITY_00294,Charity Abuse; Pass-Through Transit Hub,1,910519.06,1
CHARITY_01137,Charity Abuse,29,910284.33,8
HRCORR_00104,High-Risk Corridor Transfer,3,910089.24,1
CHARITY_00452,Charity Abuse,26,910055.2100000001,9
CHARITY_01879,Charity Abuse,14,909516.61,5
PASS_00145,Pass-Through Transit Hub,2,909399.73,2
CHARITY_03235,Charity Abuse; Underground Banking (Hawala),2,909291.96,2
PASS_00641,Charity Abuse; Pass-Through Transit Hub,1,908090.18,1
CHARITY_03225,Charity Abuse; Pass-Through Transit Hub,1,908090.18,1
CHARITY_01217,Charity Abuse,19,907897.62,7
HRCORR_00443,High-Risk Corridor Transfer,3,907283.65,1
CHARITY_02664,Charity Abuse,24,906820.99,8
PASS_00621,Pass-Through Transit Hub,2,906759.0700000001,2
HRCORR_00358,Charity Abuse; High-Risk Corridor Transfer,2,906354.69,1
CHARITY_00496,Charity Abuse; High-Risk Corridor Transfer,2,906354.69,1
CHARITY_00610,Charity Abuse; Pass-Through Transit Hub,1,905810.36,1
PASS_00642,Charity Abuse; Pass-Through Transit Hub,1,905810.36,1
HAWALA_01733,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
HAWALA_01731,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
HAWALA_01730,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,3
HAWALA_01732,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
HAWALA_01728,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
HAWALA_01727,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
HAWALA_01729,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,3
HAWALA_01726,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
CIRC_00415,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
CIRC_00417,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
CIRC_00416,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
CIRC_00410,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
CIRC_00411,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
CIRC_00412,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,2
CIRC_00413,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,3
CIRC_00414,Circular Transaction Loop; Underground Banking (Hawala),3,905642.1100000001,3
CHARITY_01909,Charity Abuse; Funnel Account Network,18,905309.33,11
FUNNEL_00160,Charity Abuse; Funnel Account Network,18,905309.33,11
CHARITY_00906,Charity Abuse; Circular Transaction Loop,2,904935.42,2
CIRC_00406,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
CIRC_00407,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
HAWALA_01723,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
HAWALA_01724,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
CIRC_00404,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
CIRC_00409,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,3
CIRC_00405,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
HAWALA_01718,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,3
HAWALA_01722,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
CIRC_00403,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
CIRC_00402,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,3
HAWALA_01720,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
HAWALA_01725,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,3
HAWALA_01719,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
HAWALA_01721,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
CIRC_00408,Circular Transaction Loop; Underground Banking (Hawala),3,904923.26,2
CHARITY_02273,Charity Abuse,19,904714.93,7
HRCORR_00334,High-Risk Corridor Transfer,3,904136.32,1
CHARITY_01753,Charity Abuse,20,904113.06,11
FUNNEL_00272,Funnel Account Network,15,903540.33,12
HRCORR_00012,High-Risk Corridor Transfer,5,902512.58,1
HRCORR_00262,High-Risk Corridor Transfer,4,902094.28,1
HRCORR_00210,High-Risk Corridor Transfer,3,901635.21,1
FUNNEL_00129,Funnel Account Network,15,901403.13,10
CHARITY_01809,Charity Abuse,26,900884.51,13
HRCORR_00120,High-Risk Corridor Transfer,2,900620.17,1
FUNNEL_00128,Funnel Account Network; Underground Banking (Hawala),2,900119.22,2
CHARITY_01504,Charity Abuse,18,900017.95,8
FUNNEL_00132,Funnel Account Network,9,899605.81,5
CHARITY_02491,Charity Abuse; High-Risk Corridor Transfer,3,898778.36,1
HRCORR_00436,Charity Abuse; High-Risk Corridor Transfer,3,898778.36,1
PASS_00708,Charity Abuse; Pass-Through Transit Hub,1,898109.62,1
CHARITY_02807,Charity Abuse; Pass-Through Transit Hub,1,898109.62,1
HAWALA_01742,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
HAWALA_01743,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
CIRC_00422,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
HAWALA_01746,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
CIRC_00420,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
CIRC_00418,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
CIRC_00421,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
HAWALA_01736,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
CIRC_00425,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
CIRC_00432,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
CIRC_00433,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
HAWALA_01737,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
HAWALA_01735,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
CIRC_00429,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
HAWALA_01734,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
CIRC_00424,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
CIRC_00430,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
HAWALA_01744,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
HAWALA_01745,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
CIRC_00427,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
CIRC_00428,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
CIRC_00431,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
CIRC_00426,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
HAWALA_01749,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
HAWALA_01748,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
CIRC_00423,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
HAWALA_01747,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
HAWALA_01741,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
HAWALA_01738,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
HAWALA_01740,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,2
CIRC_00419,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
HAWALA_01739,Circular Transaction Loop; Underground Banking (Hawala),3,898085.78,3
CHARITY_00043,Charity Abuse,20,897534.26,15
HRCORR_00071,High-Risk Corridor Transfer,4,897385.3899999999,1
PASS_00632,Pass-Through Transit Hub,2,896583.36,1
PASS_00185,Pass-Through Transit Hub,2,896135.79,2
CHARITY_00020,Charity Abuse,21,895719.87,10
FUNNEL_00001,Funnel Account Network,11,894615.39,8
CHARITY_00269,Charity Abuse,20,892501.82,6
HRCORR_00106,High-Risk Corridor Transfer,3,892492.22,1
CHARITY_01162,Charity Abuse,17,892484.0399999999,7
FUNNEL_00102,Charity Abuse; Funnel Account Network,7,892450.6000000001,4
CHARITY_01327,Charity Abuse; Funnel Account Network,7,892450.6000000001,4
HRCORR_00175,High-Risk Corridor Transfer,3,892314.83,1
CHARITY_02192,Charity Abuse,19,892184.95,9
CHARITY_02063,Charity Abuse,19,891929.98,8
CHARITY_02071,Charity Abuse,22,891917.2999999999,10
HAWALA_00455,Underground Banking (Hawala),2,891872.39,2
HAWALA_00456,Underground Banking (Hawala),2,891872.39,2
HAWALA_00453,Underground Banking (Hawala),2,891872.39,2
HAWALA_00454,Underground Banking (Hawala),2,891872.39,2
HAWALA_00457,Underground Banking (Hawala),2,891872.39,2
HAWALA_00458,Underground Banking (Hawala),2,891872.39,1
HAWALA_00459,Underground Banking (Hawala),2,891872.39,1
HAWALA_00452,Underground Banking (Hawala),2,891872.39,2
MULE_00076,Money Mule Network,7,891350.6799999999,3
HAWALA_01779,Underground Banking (Hawala),3,890722.1599999999,2
HAWALA_01776,Underground Banking (Hawala),3,890722.1599999999,2
HAWALA_01775,Underground Banking (Hawala),3,890722.1599999999,2
HAWALA_01781,Underground Banking (Hawala),3,890722.1599999999,3
HAWALA_01777,Underground Banking (Hawala),3,890722.1599999999,2
HAWALA_01780,Underground Banking (Hawala),3,890722.1599999999,2
HAWALA_01778,Underground Banking (Hawala),3,890722.1599999999,2
HAWALA_01774,Underground Banking (Hawala),3,890722.1599999999,3
HAWALA_00462,Underground Banking (Hawala),2,890437.1799999999,2
HAWALA_00466,Underground Banking (Hawala),2,890437.1799999999,2
HAWALA_00463,Underground Banking (Hawala),2,890437.1799999999,1
HAWALA_00464,Underground Banking (Hawala),2,890437.1799999999,2
HAWALA_00460,Underground Banking (Hawala),2,890437.1799999999,2
HAWALA_00467,Underground Banking (Hawala),2,890437.1799999999,1
HAWALA_00461,Underground Banking (Hawala),2,890437.1799999999,2
HAWALA_00465,Underground Banking (Hawala),2,890437.1799999999,2
HAWALA_02395,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,2
HAWALA_02389,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00632,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,4
CIRC_00630,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
HAWALA_02396,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
HAWALA_02394,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00629,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,2
CIRC_00621,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00625,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00622,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,2
CIRC_00623,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00624,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00627,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00626,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00628,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
HAWALA_02392,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00619,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,4
HAWALA_02393,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
HAWALA_02397,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00618,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
HAWALA_02384,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00633,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CIRC_00620,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
HAWALA_02391,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
HAWALA_02385,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,4
HAWALA_02386,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
HAWALA_02387,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
HAWALA_02388,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,2
HAWALA_02390,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
HAWALA_02399,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
HAWALA_02398,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,4
CIRC_00631,Circular Transaction Loop; Underground Banking (Hawala),4,890253.78,3
CHARITY_03208,Charity Abuse,19,890158.62,11
PASS_00708,Pass-Through Transit Hub,1,889881.78,1
CHARITY_01693,Charity Abuse,15,889694.63,7
CHARITY_01841,Charity Abuse; Funnel Account Network,8,889004.52,4
FUNNEL_00151,Charity Abuse; Funnel Account Network,8,889004.52,4
PASS_00107,Pass-Through Transit Hub,1,888849.64,1
FUNNEL_00099,Funnel Account Network,20,888728.47,15
CHARITY_00574,Charity Abuse,21,887622.78,15
HAWALA_02408,Underground Banking (Hawala),4,886516.09,4
HAWALA_02411,Underground Banking (Hawala),4,886516.09,3
HAWALA_02413,Underground Banking (Hawala),4,886516.09,2
HAWALA_02414,Underground Banking (Hawala),4,886516.09,3
HAWALA_02407,Underground Banking (Hawala),4,886516.09,4
HAWALA_02409,Underground Banking (Hawala),4,886516.09,3
HAWALA_02406,Underground Banking (Hawala),4,886516.09,3
HAWALA_02415,Underground Banking (Hawala),4,886516.09,3
HAWALA_02401,Underground Banking (Hawala),4,886516.09,3
HAWALA_02404,Underground Banking (Hawala),4,886516.09,3
HAWALA_02403,Underground Banking (Hawala),4,886516.09,3
HAWALA_02400,Underground Banking (Hawala),4,886516.09,3
HAWALA_02412,Underground Banking (Hawala),4,886516.09,3
HAWALA_02405,Underground Banking (Hawala),4,886516.09,3
HAWALA_02402,Underground Banking (Hawala),4,886516.09,2
HAWALA_02410,Underground Banking (Hawala),4,886516.09,3
HRCORR_00515,High-Risk Corridor Transfer,2,886345.1599999999,1
HRCORR_00313,High-Risk Corridor Transfer,4,886228.14,1
CHARITY_03074,Charity Abuse,19,885835.09,10
HAWALA_02424,Underground Banking (Hawala),4,884257.89,3
HAWALA_02430,Underground Banking (Hawala),4,884257.89,3
HAWALA_02431,Underground Banking (Hawala),4,884257.89,3
HAWALA_02429,Underground Banking (Hawala),4,884257.89,3
HAWALA_02428,Underground Banking (Hawala),4,884257.89,4
HAWALA_02417,Underground Banking (Hawala),4,884257.89,3
HAWALA_02427,Underground Banking (Hawala),4,884257.89,3
HAWALA_02425,Underground Banking (Hawala),4,884257.89,2
HAWALA_02426,Underground Banking (Hawala),4,884257.89,3
HAWALA_02422,Underground Banking (Hawala),4,884257.89,2
HAWALA_02423,Underground Banking (Hawala),4,884257.89,3
HAWALA_02421,Underground Banking (Hawala),4,884257.89,3
HAWALA_02420,Underground Banking (Hawala),4,884257.89,3
HAWALA_02416,Underground Banking (Hawala),4,884257.89,3
HAWALA_02419,Underground Banking (Hawala),4,884257.89,4
HAWALA_02418,Underground Banking (Hawala),4,884257.89,3
PASS_00482,Pass-Through Transit Hub,2,884244.9099999999,2
HRCORR_00304,High-Risk Corridor Transfer,3,884188.24,1
CHARITY_00878,Charity Abuse,9,883906.9600000001,8
CHARITY_02654,Charity Abuse,21,883816.25,12
CHARITY_00624,Charity Abuse,21,883700.84,9
CHARITY_02958,Charity Abuse,13,882889.75,10
CHARITY_01876,Charity Abuse; Underground Banking (Hawala),2,882392.78,2
CHARITY_00270,Charity Abuse,26,881935.4,10
CHARITY_03139,Charity Abuse,22,881676.99,9
HRCORR_00080,High-Risk Corridor Transfer,4,881654.48,1
FUNNEL_00221,Charity Abuse; Funnel Account Network,12,881597.4500000001,9
CHARITY_01591,Charity Abuse,13,881063.67,12
PASS_00418,Pass-Through Transit Hub,2,880948.98,2
CHARITY_02975,Charity Abuse,17,880937.7,9
CHARITY_03257,Charity Abuse; Underground Banking (Hawala),2,880502.76,2
CHARITY_02294,Charity Abuse,19,880387.66,9
CHARITY_01087,Charity Abuse,24,880338.9,13
CHARITY_03108,Charity Abuse,18,879923.11,12
CHARITY_02801,Charity Abuse,11,879878.1900000001,5
HAWALA_00473,Circular Transaction Loop; Underground Banking (Hawala),2,879134.94,2
HAWALA_00475,Circular Transaction Loop; Underground Banking (Hawala),2,879134.94,2
CIRC_00121,Circular Transaction Loop; Underground Banking (Hawala),2,879134.94,2
HAWALA_00474,Circular Transaction Loop; Underground Banking (Hawala),2,879134.94,1
CIRC_00120,Circular Transaction Loop; Underground Banking (Hawala),2,879134.94,1
HAWALA_00472,Circular Transaction Loop; Underground Banking (Hawala),2,879134.94,2
CIRC_00119,Circular Transaction Loop; Underground Banking (Hawala),2,879134.94,2
CIRC_00118,Circular Transaction Loop; Underground Banking (Hawala),2,879134.94,2
MULE_00058,Funnel Account Network; Money Mule Network,9,879131.15,9
FUNNEL_00258,Funnel Account Network; Money Mule Network,9,879131.15,9
PASS_00446,Pass-Through Transit Hub,2,878448.1799999999,2
HAWALA_00520,Underground Banking (Hawala),2,878116.64,2
HAWALA_00516,Underground Banking (Hawala),2,878116.64,2
HAWALA_00523,Underground Banking (Hawala),2,878116.64,2
HAWALA_00522,Underground Banking (Hawala),2,878116.64,2
HAWALA_00521,Underground Banking (Hawala),2,878116.64,2
HAWALA_00517,Underground Banking (Hawala),2,878116.64,1
HAWALA_00518,Underground Banking (Hawala),2,878116.64,2
HAWALA_00519,Underground Banking (Hawala),2,878116.64,1
HRCORR_00411,High-Risk Corridor Transfer,3,877971.6100000001,1
CHARITY_02580,Charity Abuse; Funnel Account Network,11,877738.06,8
CHARITY_00794,Charity Abuse,23,877449.25,6
CHARITY_00767,Charity Abuse; Funnel Account Network,15,877410.8,10
FUNNEL_00060,Charity Abuse; Funnel Account Network,15,877410.8,10
CHARITY_01647,Charity Abuse,17,876819.02,7
CHARITY_00438,Charity Abuse,21,876060.45,7
HAWALA_01784,Underground Banking (Hawala),3,875381.47,2
HAWALA_01786,Underground Banking (Hawala),3,875381.47,2
HAWALA_01785,Underground Banking (Hawala),3,875381.47,2
HAWALA_01783,Underground Banking (Hawala),3,875381.47,2
HAWALA_01782,Underground Banking (Hawala),3,875381.47,3
HAWALA_01789,Underground Banking (Hawala),3,875381.47,3
HAWALA_01788,Underground Banking (Hawala),3,875381.47,2
