customer_id,age,pep_flag,occupation,industry,account_type,kyc_level,income_bracket,customer_since_days,home_city,home_lat,home_lon,shared_kyc_id,shared_phone_hash,shared_email_hash
C616,26,0,business_owner,technology,corporate,low,medium,3453,Chennai,13.0827,80.2707,,,
C617,55,0,unemployed,manufacturing,savings,high,medium,1354,Kolkata,22.5726,88.3639,,,
C618,54,0,government_employee,construction,savings,low,high,2293,Chennai,13.0827,80.2707,,,
C619,55,0,student,construction,savings,medium,medium,2196,Mumbai,19.076,72.8777,,,
C620,21,0,business_owner,education,retail,medium,high,1080,Mumbai,19.076,72.8777,,,
C621,48,0,salaried,real_estate,current,medium,medium,2238,Chennai,13.0827,80.2707,,,
C622,66,0,student,technology,corporate,low,high,124,Delhi,28.6139,77.209,,,
C623,21,0,self_employed,unknown,corporate,high,medium,329,Bangalore,12.9716,77.5946,,,
C624,63,0,salaried,unknown,current,high,high,1967,Delhi,28.6139,77.209,,,
C625,68,0,government_employee,hospitality,current,low,medium,2782,Delhi,28.6139,77.209,,,
C626,37,0,student,retail,retail,medium,low,3232,Delhi,28.6139,77.209,,,
C627,37,0,salaried,real_estate,retail,medium,medium,864,Chennai,13.0827,80.2707,,,
C628,69,0,freelancer,manufacturing,business,high,low,2488,Mumbai,19.076,72.8777,,,
C629,23,0,salaried,healthcare,savings,high,low,1640,Delhi,28.6139,77.209,,,
C630,53,0,government_employee,hospitality,retail,high,medium,2330,Hyderabad,17.385,78.4867,,,
C631,52,0,salaried,technology,savings,low,medium,2373,Chennai,13.0827,80.2707,,,
C632,60,0,business_owner,finance,business,low,high,1562,Mumbai,19.076,72.8777,,,
C633,48,0,salaried,manufacturing,current,medium,medium,2646,Chennai,13.0827,80.2707,,,
C634,32,0,salaried,finance,savings,low,low,2390,Hyderabad,17.385,78.4867,,,
C635,50,0,freelancer,healthcare,savings,high,high,544,Indore,22.7196,75.8577,,,
C636,49,0,salaried,technology,savings,medium,low,1972,Hyderabad,17.385,78.4867,,,
C637,59,0,freelancer,real_estate,retail,low,medium,1904,Pune,18.5204,73.8567,,,
C638,28,0,freelancer,healthcare,retail,high,low,2256,Delhi,28.6139,77.209,,,
C639,25,0,student,manufacturing,current,high,low,1416,Delhi,28.6139,77.209,,,
C640,29,1,government_employee,manufacturing,current,high,medium,223,Hyderabad,17.385,78.4867,KYC_00046,,
C641,65,0,salaried,technology,savings,high,medium,701,Hyderabad,17.385,78.4867,,,
C642,62,1,business_owner,healthcare,retail,medium,medium,470,Hyderabad,17.385,78.4867,,,
C643,57,0,self_employed,technology,retail,high,medium,2122,Hyderabad,17.385,78.4867,KYC_00001,,
C644,27,1,government_employee,unknown,business,medium,low,1591,Belgaum,15.8497,74.4977,,,
C645,32,1,freelancer,retail,business,high,medium,907,Delhi,28.6139,77.209,,,
C646,29,0,unemployed,hospitality,business,medium,medium,1348,Chennai,13.0827,80.2707,,,
C647,49,0,salaried,finance,current,high,high,40,Mumbai,19.076,72.8777,,,
C648,27,0,salaried,unknown,business,medium,low,1462,Chennai,13.0827,80.2707,,,
C649,65,0,freelancer,education,retail,high,medium,2385,Surat,21.1702,72.8311,,,
C650,42,0,retired,finance,savings,medium,high,2834,Delhi,28.6139,77.209,,,
C651,41,0,salaried,manufacturing,corporate,medium,medium,2627,Surat,21.1702,72.8311,,PHONE_00010,
C652,38,0,freelancer,healthcare,business,medium,medium,1911,Delhi,28.6139,77.209,,,
C653,55,0,student,finance,retail,medium,medium,1721,Pune,18.5204,73.8567,,,
C654,65,0,self_employed,real_estate,savings,low,low,717,Indore,22.7196,75.8577,,,
C655,57,0,retired,unknown,retail,medium,medium,1344,Delhi,28.6139,77.209,,,
C656,24,1,self_employed,real_estate,current,low,low,1405,Mumbai,19.076,72.8777,,,
C657,61,0,self_employed,technology,savings,high,high,3638,Chennai,13.0827,80.2707,,,
C658,26,0,salaried,technology,business,low,medium,1826,Raipur,21.2514,81.6296,,,EMAIL_00006
C659,44,0,unemployed,healthcare,retail,medium,high,2543,Chandigarh,30.7333,76.7794,KYC_00045,,
C660,21,0,retired,hospitality,savings,medium,medium,2656,Bangalore,12.9716,77.5946,,,
C661,51,0,business_owner,finance,corporate,low,low,579,Kolkata,22.5726,88.3639,,,
C662,46,0,business_owner,retail,current,high,medium,3216,Delhi,28.6139,77.209,,,
C663,47,0,salaried,real_estate,savings,high,high,381,Pune,18.5204,73.8567,,,
C664,32,1,self_employed,technology,retail,medium,medium,78,Kolkata,22.5726,88.3639,,,
C665,43,0,unemployed,construction,retail,high,high,2458,Surat,21.1702,72.8311,KYC_00022,,
C666,25,0,business_owner,real_estate,current,medium,medium,3304,Mumbai,19.076,72.8777,,,
C667,30,0,freelancer,technology,business,low,medium,744,Indore,22.7196,75.8577,,,
C668,36,0,unemployed,real_estate,savings,high,high,1787,Chennai,13.0827,80.2707,,,
C669,42,0,business_owner,hospitality,savings,high,medium,1179,Delhi,28.6139,77.209,,,
C670,33,0,student,healthcare,retail,medium,medium,1247,Delhi,28.6139,77.209,,,
C671,40,0,business_owner,finance,business,low,medium,2536,Mumbai,19.076,72.8777,,,
C672,33,0,freelancer,finance,corporate,high,medium,1676,Bangalore,12.9716,77.5946,,,
C673,31,0,salaried,manufacturing,savings,medium,high,654,Mumbai,19.076,72.8777,,,
C674,21,0,salaried,finance,current,medium,medium,249,Delhi,28.6139,77.209,,,
C675,22,0,student,technology,savings,medium,medium,1837,Bangalore,12.9716,77.5946,,,
C676,38,0,business_owner,unknown,current,medium,low,140,Lucknow,26.8467,80.9462,,PHONE_00011,
C677,45,0,business_owner,retail,business,high,low,1511,Chennai,13.0827,80.2707,,,
C678,69,0,government_employee,construction,retail,low,medium,2580,Ahmedabad,23.0225,72.5714,,,
C679,49,1,business_owner,education,business,medium,medium,2923,Bangalore,12.9716,77.5946,,,
C680,50,1,self_employed,manufacturing,current,medium,high,2268,Bangalore,12.9716,77.5946,,,
C681,66,0,freelancer,retail,retail,medium,medium,2151,Kolkata,22.5726,88.3639,,,
C682,33,0,self_employed,real_estate,savings,medium,medium,3642,Delhi,28.6139,77.209,,,
C683,48,0,salaried,real_estate,business,high,low,2293,Surat,21.1702,72.8311,,,
C684,62,0,freelancer,finance,retail,low,medium,2996,Mumbai,19.076,72.8777,,,
C685,39,0,government_employee,real_estate,retail,medium,low,2713,Kolkata,22.5726,88.3639,,,
C686,34,0,salaried,education,savings,medium,high,2307,Bangalore,12.9716,77.5946,,,
C687,21,0,salaried,unknown,savings,high,high,749,Belgaum,15.8497,74.4977,,,
C688,50,0,salaried,healthcare,retail,medium,medium,3304,Pune,18.5204,73.8567,,PHONE_00000,
C689,25,0,salaried,unknown,retail,low,low,844,Hyderabad,17.385,78.4867,,,
C690,60,0,salaried,construction,savings,medium,high,3513,Mumbai,19.076,72.8777,,,
C691,33,0,government_employee,healthcare,current,medium,medium,2795,Patna,25.5941,85.1376,,,
C692,58,0,unemployed,technology,current,medium,medium,2431,Hyderabad,17.385,78.4867,,,
C693,42,0,freelancer,technology,retail,low,low,2462,Hyderabad,17.385,78.4867,,,
C694,51,0,salaried,healthcare,savings,medium,high,1523,Chennai,13.0827,80.2707,KYC_00061,,
C695,29,0,student,retail,savings,high,medium,2190,Surat,21.1702,72.8311,KYC_00014,,
C696,54,0,business_owner,healthcare,current,high,high,854,Belgaum,15.8497,74.4977,,,
C697,63,0,government_employee,manufacturing,retail,medium,medium,1986,Kolkata,22.5726,88.3639,,,
C698,67,0,salaried,retail,retail,medium,medium,1116,Pune,18.5204,73.8567,,,
C699,22,0,salaried,finance,retail,medium,high,765,Bangalore,12.9716,77.5946,KYC_00011,,EMAIL_00008
C700,53,0,business_owner,hospitality,current,high,low,1049,Coimbatore,11.0168,76.9558,,,
C701,49,0,student,technology,retail,medium,high,1422,Indore,22.7196,75.8577,,,
C702,42,0,retired,unknown,business,high,low,2787,Hyderabad,17.385,78.4867,,,
C703,55,0,self_employed,retail,retail,high,low,2639,Mumbai,19.076,72.8777,,,
C704,42,0,self_employed,finance,retail,low,high,2836,Bangalore,12.9716,77.5946,,,
C705,36,0,salaried,finance,retail,medium,high,159,Delhi,28.6139,77.209,,,
C706,33,0,freelancer,real_estate,current,medium,medium,3225,Belgaum,15.8497,74.4977,,,
C707,48,0,retired,construction,business,high,medium,2573,Chennai,13.0827,80.2707,,,
C708,55,0,unemployed,real_estate,savings,low,low,2774,Delhi,28.6139,77.209,,,
C709,58,0,student,real_estate,corporate,medium,low,1584,Delhi,28.6139,77.209,,,
C710,61,0,student,manufacturing,corporate,high,medium,2253,Mumbai,19.076,72.8777,,,
C711,59,0,salaried,manufacturing,retail,low,low,1786,Delhi,28.6139,77.209,KYC_00038,,
C712,32,0,unemployed,retail,business,medium,medium,738,Mysuru,12.2958,76.6394,,,
C713,29,0,salaried,retail,current,high,low,568,Chennai,13.0827,80.2707,,,
C714,39,0,salaried,retail,business,high,medium,374,Hyderabad,17.385,78.4867,,,
C715,56,0,unemployed,finance,retail,medium,medium,3420,Delhi,28.6139,77.209,,,
C716,40,0,government_employee,healthcare,corporate,high,high,2859,Kolkata,22.5726,88.3639,,,
C717,65,1,retired,education,savings,low,low,2480,Pune,18.5204,73.8567,,,
C718,30,0,salaried,hospitality,business,high,low,2043,Surat,21.1702,72.8311,,,
C719,25,0,business_owner,manufacturing,retail,medium,medium,1172,Bangalore,12.9716,77.5946,,,
C720,55,0,unemployed,construction,savings,high,medium,1000,Hyderabad,17.385,78.4867,,,
C721,37,0,government_employee,finance,business,high,low,3606,Ahmedabad,23.0225,72.5714,,,
C722,53,0,retired,manufacturing,retail,medium,medium,1642,Patna,25.5941,85.1376,,,
C723,64,0,business_owner,retail,corporate,medium,low,1221,Chennai,13.0827,80.2707,,,
C724,23,0,salaried,technology,savings,low,medium,1346,Kolkata,22.5726,88.3639,,,
C725,32,0,self_employed,real_estate,retail,low,medium,152,Kolkata,22.5726,88.3639,KYC_00046,,
C726,59,0,business_owner,healthcare,retail,medium,low,548,Ahmedabad,23.0225,72.5714,,,
C727,30,0,self_employed,hospitality,savings,high,medium,1087,Jaipur,26.9124,75.7873,,,
C728,67,0,self_employed,unknown,savings,medium,high,494,Hyderabad,17.385,78.4867,,,
C729,65,1,unemployed,finance,retail,low,high,308,Hyderabad,17.385,78.4867,,,
C730,62,0,government_employee,healthcare,corporate,high,medium,1798,Bangalore,12.9716,77.5946,,,
C731,55,0,salaried,technology,savings,high,high,1382,Delhi,28.6139,77.209,KYC_00053,,
C732,43,0,government_employee,healthcare,business,high,medium,2348,Agra,27.1767,78.0081,,,
C733,39,0,retired,healthcare,corporate,high,medium,156,Chandigarh,30.7333,76.7794,,,
C734,26,0,retired,manufacturing,retail,medium,medium,3056,Mumbai,19.076,72.8777,,,
C735,67,0,salaried,unknown,corporate,high,high,2726,Ahmedabad,23.0225,72.5714,,,
C736,21,0,freelancer,unknown,retail,high,low,1792,Pune,18.5204,73.8567,,,
C737,61,0,student,real_estate,current,high,low,84,Surat,21.1702,72.8311,,,
C738,52,0,salaried,construction,retail,low,high,3155,Hyderabad,17.385,78.4867,,,
C739,48,0,salaried,education,savings,high,medium,2107,Bhopal,23.2599,77.4126,,,
C740,57,1,freelancer,hospitality,savings,low,medium,1955,Delhi,28.6139,77.209,,,
C741,60,0,business_owner,retail,corporate,medium,medium,561,Lucknow,26.8467,80.9462,KYC_00014,,
C742,56,0,business_owner,finance,corporate,medium,low,2502,Mumbai,19.076,72.8777,,,
C743,49,0,salaried,real_estate,current,medium,medium,3525,Chennai,13.0827,80.2707,,,
C744,35,1,student,manufacturing,current,high,medium,2625,Kolkata,22.5726,88.3639,,,
C745,49,0,freelancer,finance,retail,medium,low,1934,Hyderabad,17.385,78.4867,,,
C746,24,0,student,unknown,retail,medium,medium,554,Lucknow,26.8467,80.9462,,,
C747,35,0,self_employed,retail,business,high,low,3096,Mysuru,12.2958,76.6394,,,
C748,56,0,business_owner,hospitality,business,medium,high,898,Kolkata,22.5726,88.3639,,,
C749,50,0,business_owner,retail,current,high,medium,42,Chennai,13.0827,80.2707,,,
C750,34,0,government_employee,education,retail,high,medium,1496,Kolkata,22.5726,88.3639,,,
C751,21,0,salaried,technology,savings,medium,high,1933,Ahmedabad,23.0225,72.5714,,,
C752,33,0,self_employed,finance,corporate,medium,medium,3318,Mumbai,19.076,72.8777,,,
C753,57,0,unemployed,manufacturing,retail,low,medium,1175,Lucknow,26.8467,80.9462,,,
C754,24,0,salaried,construction,corporate,medium,low,2904,Chennai,13.0827,80.2707,,,
C755,60,0,salaried,construction,current,medium,high,803,Delhi,28.6139,77.209,,,
C756,59,0,retired,hospitality,retail,high,medium,1988,Mumbai,19.076,72.8777,,,
C757,29,0,business_owner,finance,business,medium,high,1903,Mumbai,19.076,72.8777,,,
C758,52,0,freelancer,unknown,current,low,high,1977,Surat,21.1702,72.8311,,,
C759,35,0,unemployed,education,retail,high,medium,60,Jaipur,26.9124,75.7873,,,
C760,28,0,student,finance,savings,medium,medium,2312,Hyderabad,17.385,78.4867,,,
C761,31,0,self_employed,technology,savings,low,low,2511,Bangalore,12.9716,77.5946,,PHONE_00000,
C762,56,0,salaried,unknown,savings,high,medium,1642,Mumbai,19.076,72.8777,,,EMAIL_00014
C763,22,0,retired,hospitality,savings,low,medium,1792,Ahmedabad,23.0225,72.5714,,,
C764,26,0,self_employed,finance,retail,high,low,1950,Kolkata,22.5726,88.3639,,,
C765,37,0,retired,unknown,corporate,medium,medium,997,Hyderabad,17.385,78.4867,,,
C766,59,0,student,hospitality,current,high,low,925,Bangalore,12.9716,77.5946,,,
C767,41,0,business_owner,unknown,savings,high,medium,3464,Delhi,28.6139,77.209,,,
C768,65,1,salaried,education,retail,high,low,2322,Ahmedabad,23.0225,72.5714,,,
C769,59,0,student,education,current,medium,high,189,Chennai,13.0827,80.2707,,,
C770,61,0,student,hospitality,savings,medium,low,3386,Hyderabad,17.385,78.4867,,,
C771,60,0,retired,healthcare,corporate,high,medium,1406,Chandigarh,30.7333,76.7794,,,
C772,68,0,salaried,education,retail,medium,high,2419,Bangalore,12.9716,77.5946,,,
C773,49,0,student,healthcare,retail,medium,high,1328,Mumbai,19.076,72.8777,,,
C774,50,0,business_owner,hospitality,retail,medium,low,778,Hyderabad,17.385,78.4867,,,
C775,32,0,self_employed,healthcare,corporate,low,medium,361,Ahmedabad,23.0225,72.5714,,,
C776,63,0,freelancer,healthcare,savings,high,low,763,Chennai,13.0827,80.2707,,,
C777,57,0,unemployed,technology,current,high,medium,1434,Delhi,28.6139,77.209,,,
C778,28,0,salaried,real_estate,savings,low,medium,242,Mumbai,19.076,72.8777,,,
C779,24,0,student,retail,savings,high,medium,1508,Patna,25.5941,85.1376,,,
C780,51,0,salaried,hospitality,current,low,low,421,Delhi,28.6139,77.209,,,
C781,58,0,government_employee,healthcare,business,medium,medium,2053,Kolkata,22.5726,88.3639,,,
C782,66,0,salaried,retail,current,high,medium,1819,Chennai,13.0827,80.2707,,,
C783,36,0,government_employee,technology,corporate,medium,low,84,Bangalore,12.9716,77.5946,,,
C784,31,0,salaried,unknown,retail,high,low,466,Mumbai,19.076,72.8777,,,
C785,69,0,retired,real_estate,savings,high,low,2207,Surat,21.1702,72.8311,,,
C786,63,0,retired,hospitality,savings,medium,low,1185,Bangalore,12.9716,77.5946,,,
C787,34,0,retired,real_estate,current,medium,medium,2268,Pune,18.5204,73.8567,,,
C788,67,0,government_employee,hospitality,retail,medium,medium,232,Hyderabad,17.385,78.4867,,,
C789,35,0,self_employed,construction,corporate,medium,high,3042,Chennai,13.0827,80.2707,,,
C790,68,0,unemployed,technology,current,medium,low,1493,Delhi,28.6139,77.209,,,
C791,63,0,business_owner,finance,current,medium,medium,1064,Delhi,28.6139,77.209,,,
C792,52,0,self_employed,manufacturing,current,high,high,1490,Hyderabad,17.385,78.4867,,,
C793,33,0,salaried,manufacturing,savings,medium,low,1814,Ahmedabad,23.0225,72.5714,,,EMAIL_00002
C794,52,0,student,hospitality,current,high,medium,1802,Delhi,28.6139,77.209,,,
C795,64,0,government_employee,unknown,corporate,medium,medium,2592,Delhi,28.6139,77.209,,,
C796,67,0,business_owner,finance,corporate,medium,low,2741,Jaipur,26.9124,75.7873,,,
C797,22,0,freelancer,manufacturing,retail,medium,low,1524,Delhi,28.6139,77.209,,,
C798,68,0,unemployed,retail,business,medium,low,2290,Bangalore,12.9716,77.5946,,,
C799,68,0,self_employed,construction,retail,medium,low,1861,Mumbai,19.076,72.8777,,,
C800,39,0,self_employed,unknown,current,medium,low,3255,Hyderabad,17.385,78.4867,,,
C801,62,0,salaried,technology,savings,medium,low,122,Delhi,28.6139,77.209,,,
C802,57,0,student,hospitality,business,medium,medium,733,Pune,18.5204,73.8567,,,
C803,41,0,student,manufacturing,retail,low,medium,2456,Delhi,28.6139,77.209,,,
C804,65,0,student,hospitality,retail,low,medium,2472,Mumbai,19.076,72.8777,,,
C805,61,0,self_employed,unknown,current,low,low,357,Mumbai,19.076,72.8777,,,
C806,30,0,salaried,manufacturing,retail,medium,medium,1983,Mumbai,19.076,72.8777,,,
C807,65,0,student,education,retail,medium,high,846,Kolkata,22.5726,88.3639,,,
C808,52,0,self_employed,retail,retail,low,medium,506,Mumbai,19.076,72.8777,,,
C809,63,0,retired,healthcare,savings,low,medium,795,Delhi,28.6139,77.209,,,
C810,67,0,self_employed,healthcare,retail,medium,medium,1094,Bangalore,12.9716,77.5946,,,
C811,30,0,self_employed,finance,retail,low,low,1023,Coimbatore,11.0168,76.9558,,,
C812,62,0,salaried,retail,savings,high,medium,514,Mumbai,19.076,72.8777,,PHONE_00004,
C813,22,0,retired,finance,savings,medium,low,1587,Bangalore,12.9716,77.5946,,,
C814,35,0,salaried,technology,retail,high,medium,3636,Delhi,28.6139,77.209,,,
C815,42,0,salaried,healthcare,corporate,low,medium,77,Jaipur,26.9124,75.7873,,,
C816,50,0,government_employee,unknown,current,medium,medium,1066,Delhi,28.6139,77.209,,,
C817,68,0,self_employed,unknown,current,medium,medium,1554,Mumbai,19.076,72.8777,,,
C818,66,0,self_employed,real_estate,savings,medium,high,2529,Bangalore,12.9716,77.5946,,,
C819,44,0,retired,manufacturing,savings,medium,medium,891,Mumbai,19.076,72.8777,,,
C820,52,0,unemployed,construction,retail,medium,medium,1280,Bangalore,12.9716,77.5946,,,
C821,41,0,unemployed,retail,retail,medium,medium,1231,Mumbai,19.076,72.8777,KYC_00027,,
C822,22,0,business_owner,education,corporate,medium,medium,1244,Kolkata,22.5726,88.3639,,,
C823,39,0,salaried,retail,current,medium,medium,2120,Kolkata,22.5726,88.3639,,,
C824,27,0,self_employed,finance,retail,medium,medium,76,Chennai,13.0827,80.2707,,,
C825,50,0,self_employed,manufacturing,corporate,high,medium,1093,Pune,18.5204,73.8567,,,
C826,67,0,salaried,manufacturing,corporate,low,low,1317,Indore,22.7196,75.8577,,,
C827,63,0,government_employee,technology,retail,medium,medium,1864,Mumbai,19.076,72.8777,,,
C828,35,0,government_employee,construction,retail,medium,high,2462,Belgaum,15.8497,74.4977,,,
C829,62,0,government_employee,retail,retail,high,low,1286,Indore,22.7196,75.8577,,,
C830,21,0,self_employed,healthcare,savings,low,low,242,Hyderabad,17.385,78.4867,,,
C831,21,0,freelancer,technology,corporate,medium,medium,1540,Kolkata,22.5726,88.3639,,,
C832,60,0,salaried,finance,corporate,medium,medium,1296,Surat,21.1702,72.8311,,,
C833,40,0,salaried,finance,corporate,medium,medium,2265,Mumbai,19.076,72.8777,,,
C834,35,0,government_employee,finance,business,medium,low,2695,Kolkata,22.5726,88.3639,KYC_00008,,
C835,23,0,student,unknown,business,medium,high,1736,Indore,22.7196,75.8577,,,
C836,23,0,business_owner,hospitality,business,low,medium,650,Surat,21.1702,72.8311,,,
C837,38,0,salaried,manufacturing,savings,medium,medium,1818,Mumbai,19.076,72.8777,,,
C838,59,0,self_employed,manufacturing,retail,high,medium,592,Pune,18.5204,73.8567,,,
C839,27,0,self_employed,unknown,retail,medium,high,863,Kolkata,22.5726,88.3639,,,
C840,64,0,unemployed,finance,retail,high,low,1299,Delhi,28.6139,77.209,,,
C841,27,0,salaried,finance,savings,high,medium,1534,Delhi,28.6139,77.209,,,
C842,64,0,government_employee,unknown,current,low,high,268,Ahmedabad,23.0225,72.5714,,,
C843,55,0,salaried,education,business,high,low,953,Surat,21.1702,72.8311,,PHONE_00013,
C844,46,0,government_employee,retail,current,medium,medium,2307,Delhi,28.6139,77.209,KYC_00001,,
C845,35,0,retired,real_estate,savings,high,low,2365,Kolkata,22.5726,88.3639,,,
C846,66,0,business_owner,manufacturing,retail,medium,medium,2803,Chandigarh,30.7333,76.7794,,,
C847,35,0,freelancer,manufacturing,retail,high,high,1360,Pune,18.5204,73.8567,KYC_00014,,
C848,28,0,business_owner,hospitality,retail,high,medium,1156,Delhi,28.6139,77.209,,,
C849,50,0,retired,hospitality,savings,medium,low,1589,Bangalore,12.9716,77.5946,,,
C850,66,1,salaried,retail,corporate,low,medium,751,Mysuru,12.2958,76.6394,,,
C851,43,0,retired,real_estate,current,low,medium,2846,Bangalore,12.9716,77.5946,,,
C852,52,0,business_owner,construction,savings,low,medium,1034,Mysuru,12.2958,76.6394,,,
C853,31,0,retired,construction,retail,high,low,3377,Bangalore,12.9716,77.5946,,,
C854,60,0,salaried,finance,business,low,medium,3463,Mumbai,19.076,72.8777,,,
C855,28,0,salaried,hospitality,retail,medium,medium,2426,Bangalore,12.9716,77.5946,,,
C856,54,0,salaried,manufacturing,current,medium,medium,2453,Mumbai,19.076,72.8777,,,
C857,23,0,salaried,real_estate,savings,low,medium,3358,Pune,18.5204,73.8567,,,
C858,31,0,retired,real_estate,savings,medium,low,1919,Mumbai,19.076,72.8777,,,
C859,68,0,student,real_estate,business,medium,high,1137,Chennai,13.0827,80.2707,,,
C860,61,0,salaried,retail,current,medium,medium,3326,Jaipur,26.9124,75.7873,,,
C861,45,0,salaried,education,retail,low,medium,1316,Chennai,13.0827,80.2707,,,
C862,41,1,government_employee,retail,corporate,medium,medium,3077,Ahmedabad,23.0225,72.5714,,,
C863,45,0,salaried,hospitality,retail,high,medium,863,Chennai,13.0827,80.2707,,,
C864,44,0,retired,retail,retail,high,high,3352,Chennai,13.0827,80.2707,,,
C865,46,0,student,manufacturing,retail,high,medium,2454,Mumbai,19.076,72.8777,,,
C866,46,0,retired,retail,retail,medium,low,2488,Delhi,28.6139,77.209,,,
C867,56,0,business_owner,technology,business,low,medium,581,Bangalore,12.9716,77.5946,,,
C868,44,0,business_owner,unknown,corporate,medium,medium,3011,Delhi,28.6139,77.209,,,
C869,68,0,retired,hospitality,business,medium,high,3280,Bangalore,12.9716,77.5946,,,
C870,60,0,retired,hospitality,savings,high,medium,809,Mysuru,12.2958,76.6394,,,
C871,33,0,salaried,manufacturing,corporate,high,medium,2223,Lucknow,26.8467,80.9462,,,
C872,69,0,salaried,technology,corporate,medium,medium,1556,Hyderabad,17.385,78.4867,,,
C873,21,0,self_employed,retail,business,medium,high,3101,Hyderabad,17.385,78.4867,,,EMAIL_00001
C874,69,0,government_employee,finance,retail,medium,high,214,Lucknow,26.8467,80.9462,,,
C875,47,0,retired,manufacturing,savings,medium,low,1173,Kolkata,22.5726,88.3639,,,
C876,37,1,student,healthcare,retail,medium,high,1397,Mysuru,12.2958,76.6394,,,
C877,55,0,self_employed,education,savings,low,medium,2034,Bangalore,12.9716,77.5946,,,
C878,37,0,student,retail,current,medium,medium,2402,Jaipur,26.9124,75.7873,,,
C879,42,0,salaried,unknown,corporate,medium,low,1925,Mumbai,19.076,72.8777,,,
C880,53,0,freelancer,unknown,savings,medium,low,1329,Lucknow,26.8467,80.9462,,,
C881,33,0,self_employed,technology,corporate,medium,low,1893,Mumbai,19.076,72.8777,,,
C882,28,0,self_employed,healthcare,savings,medium,medium,1485,Delhi,28.6139,77.209,,,
C883,46,0,student,unknown,retail,medium,high,1306,Chennai,13.0827,80.2707,,,
C884,55,0,government_employee,finance,current,medium,low,2413,Mysuru,12.2958,76.6394,,,
C885,57,0,business_owner,construction,savings,high,high,979,Mysuru,12.2958,76.6394,,,
C886,29,0,student,education,corporate,high,medium,46,Delhi,28.6139,77.209,,,
C887,43,0,government_employee,hospitality,savings,low,medium,1397,Mumbai,19.076,72.8777,,,
C888,63,0,self_employed,unknown,savings,low,medium,3351,Delhi,28.6139,77.209,,,
C889,68,0,salaried,retail,savings,medium,low,3396,Mumbai,19.076,72.8777,,,
C890,59,0,salaried,unknown,retail,high,medium,2403,Mumbai,19.076,72.8777,,,
C891,50,0,salaried,retail,savings,medium,medium,1181,Belgaum,15.8497,74.4977,,,
C892,33,0,government_employee,technology,savings,high,medium,2147,Chennai,13.0827,80.2707,,,
C893,46,0,retired,hospitality,business,low,medium,268,Bangalore,12.9716,77.5946,,,
C894,57,0,salaried,technology,business,low,medium,3272,Mysuru,12.2958,76.6394,,,
C895,25,0,government_employee,unknown,corporate,low,medium,2750,Pune,18.5204,73.8567,,,
C896,26,0,freelancer,finance,retail,low,medium,1428,Indore,22.7196,75.8577,,,
C897,47,0,salaried,manufacturing,current,medium,high,1876,Hyderabad,17.385,78.4867,,,
C898,65,0,self_employed,hospitality,corporate,medium,medium,988,Mumbai,19.076,72.8777,,,
C899,25,0,government_employee,technology,savings,medium,low,1083,Bangalore,12.9716,77.5946,,,
C900,28,0,business_owner,retail,business,low,medium,1089,Delhi,28.6139,77.209,,,
C901,24,0,salaried,hospitality,business,low,medium,611,Bhopal,23.2599,77.4126,,,
C902,33,0,self_employed,finance,savings,low,medium,3141,Mysuru,12.2958,76.6394,,,
C903,60,0,self_employed,construction,savings,high,medium,2448,Bangalore,12.9716,77.5946,,,
C904,40,0,government_employee,retail,retail,medium,medium,1453,Jaipur,26.9124,75.7873,,,
C905,63,0,salaried,retail,retail,low,medium,1681,Bangalore,12.9716,77.5946,,,
C906,25,0,self_employed,technology,retail,medium,low,145,Belgaum,15.8497,74.4977,KYC_00016,,
C907,45,0,self_employed,retail,savings,medium,medium,1036,Chennai,13.0827,80.2707,,,
C908,34,0,government_employee,retail,savings,high,medium,585,Pune,18.5204,73.8567,,,
C909,33,0,business_owner,finance,retail,medium,medium,3441,Jaipur,26.9124,75.7873,,,
C910,31,0,self_employed,real_estate,savings,low,low,565,Coimbatore,11.0168,76.9558,KYC_00034,,
C911,32,0,government_employee,finance,corporate,medium,high,433,Ahmedabad,23.0225,72.5714,,,
C912,62,0,salaried,manufacturing,current,low,low,252,Bangalore,12.9716,77.5946,,,
C913,56,0,self_employed,manufacturing,corporate,high,medium,1272,Bangalore,12.9716,77.5946,,,
C914,43,0,freelancer,retail,retail,low,medium,1124,Indore,22.7196,75.8577,,,
C915,21,0,unemployed,technology,corporate,medium,medium,1641,Chennai,13.0827,80.2707,,,
C916,51,0,unemployed,hospitality,current,medium,medium,2218,Chennai,13.0827,80.2707,,,
C917,51,0,self_employed,technology,savings,low,low,3237,Delhi,28.6139,77.209,,,
C918,36,0,salaried,hospitality,business,high,medium,714,Delhi,28.6139,77.209,,,
C919,42,0,freelancer,hospitality,retail,medium,medium,1696,Raipur,21.2514,81.6296,,,
C920,35,0,salaried,finance,corporate,medium,medium,2024,Hyderabad,17.385,78.4867,,,
C921,66,0,salaried,education,corporate,medium,medium,3532,Mumbai,19.076,72.8777,,,
C922,63,0,unemployed,technology,corporate,medium,high,2500,Delhi,28.6139,77.209,,,
C923,57,0,retired,hospitality,retail,medium,low,3535,Chennai,13.0827,80.2707,,,
C924,34,0,student,retail,retail,low,high,774,Kolkata,22.5726,88.3639,,,
C925,39,0,self_employed,unknown,savings,medium,low,2944,Surat,21.1702,72.8311,,,
C926,38,0,business_owner,manufacturing,retail,high,low,3046,Chennai,13.0827,80.2707,,,
