beneficiary_id,beneficiary_type,beneficiary_country_risk,shell_jurisdiction,shell_age_days,ubo_disclosed,shell_newly_incorporated
B994,individual,medium,,,,0
B995,business,low,,,,0
B996,business,low,,,,0
B997,business,low,,,,0
B998,individual,low,,,,0
B999,individual,low,,,,0
B1000,business,medium,,,,0
B1001,individual,low,,,,0
B1002,shell_company,high,Seychelles,389,0,0
B1003,individual,low,,,,0
B1004,crypto,low,,,,0
B1005,individual,low,,,,0
B1006,business,low,,,,0
B1007,individual,medium,,,,0
B1008,business,medium,,,,0
B1009,individual,high,,,,0
B1010,offshore,low,,,,0
B1011,business,medium,,,,0
B1012,individual,low,,,,0
B1013,individual,low,,,,0
B1014,individual,low,,,,0
B1015,individual,low,,,,0
B1016,crypto,low,,,,0
B1017,shell_company,high,BVI,72,1,1
B1018,crypto,low,,,,0
B1019,crypto,low,,,,0
B1020,individual,low,,,,0
B1021,business,low,,,,0
B1022,individual,medium,,,,0
B1023,individual,low,,,,0
B1024,offshore,low,,,,0
B1025,individual,low,,,,0
B1026,individual,medium,,,,0
B1027,individual,high,,,,0
B1028,business,low,,,,0
B1029,individual,medium,,,,0
B1030,individual,medium,,,,0
B1031,business,low,,,,0
B1032,individual,medium,,,,0
B1033,individual,low,,,,0
B1034,business,medium,,,,0
B1035,individual,medium,,,,0
B1036,business,low,,,,0
B1037,shell_company,high,BVI,258,0,0
B1038,business,low,,,,0
B1039,crypto,low,,,,0
B1040,crypto,low,,,,0
B1041,individual,high,,,,0
B1042,individual,low,,,,0
B1043,individual,low,,,,0
B1044,individual,medium,,,,0
B1045,business,low,,,,0
B1046,offshore,low,,,,0
B1047,individual,low,,,,0
B1048,individual,low,,,,0
B1049,shell_company,high,Panama,165,1,1
B1050,individual,low,,,,0
B1051,crypto,high,,,,0
B1052,business,medium,,,,0
B1053,crypto,high,,,,0
B1054,individual,low,,,,0
B1055,offshore,low,,,,0
B1056,individual,high,,,,0
B1057,business,low,,,,0
B1058,shell_company,high,BVI,749,0,0
B1059,individual,medium,,,,0
B1060,individual,low,,,,0
B1061,individual,low,,,,0
B1062,individual,low,,,,0
B1063,individual,low,,,,0
B1064,individual,medium,,,,0
B1065,individual,low,,,,0
B1066,crypto,low,,,,0
B1067,shell_company,medium,Cayman,956,1,0
B1068,business,low,,,,0
B1069,business,low,,,,0
B1070,individual,high,,,,0
B1071,individual,high,,,,0
B1072,individual,low,,,,0
B1073,individual,low,,,,0
B1074,crypto,low,,,,0
B1075,individual,low,,,,0
B1076,individual,low,,,,0
B1077,individual,high,,,,0
B1078,crypto,low,,,,0
B1079,individual,low,,,,0
B1080,shell_company,high,Delaware,395,0,0
B1081,crypto,low,,,,0
B1082,offshore,high,,,,0
B1083,business,low,,,,0
B1084,individual,low,,,,0
B1085,individual,low,,,,0
B1086,shell_company,high,Panama,1322,0,0
B1087,business,medium,,,,0
B1088,business,low,,,,0
B1089,crypto,high,,,,0
B1090,business,low,,,,0
B1091,shell_company,medium,Seychelles,1370,1,0
B1092,offshore,high,,,,0
B1093,business,low,,,,0
B1094,individual,medium,,,,0
B1095,individual,high,,,,0
B1096,individual,low,,,,0
B1097,business,medium,,,,0
B1098,individual,low,,,,0
B1099,individual,medium,,,,0
B1100,individual,low,,,,0
B1101,shell_company,medium,Seychelles,677,0,0
B1102,business,medium,,,,0
B1103,crypto,medium,,,,0
B1104,business,low,,,,0
B1105,individual,medium,,,,0
B1106,individual,low,,,,0
B1107,individual,medium,,,,0
B1108,business,high,,,,0
B1109,individual,low,,,,0
B1110,individual,medium,,,,0
B1111,individual,high,,,,0
B1112,individual,low,,,,0
B1113,individual,medium,,,,0
B1114,individual,medium,,,,0
B1115,individual,low,,,,0
B1116,individual,low,,,,0
B1117,business,low,,,,0
B1118,business,low,,,,0
B1119,individual,low,,,,0
B1120,business,low,,,,0
B1121,business,low,,,,0
B1122,offshore,low,,,,0
B1123,individual,low,,,,0
B1124,business,medium,,,,0
B1125,business,low,,,,0
B1126,shell_company,high,BVI,528,0,0
B1127,individual,medium,,,,0
B1128,business,high,,,,0
B1129,shell_company,high,Singapore,1316,0,0
B1130,offshore,low,,,,0
B1131,shell_company,high,Cayman,449,1,0
B1132,individual,low,,,,0
B1133,individual,low,,,,0
B1134,individual,medium,,,,0
B1135,individual,low,,,,0
B1136,business,medium,,,,0
B1137,individual,low,,,,0
B1138,shell_company,medium,Singapore,1027,0,0
B1139,business,medium,,,,0
B1140,individual,low,,,,0
B1141,individual,high,,,,0
B1142,business,low,,,,0
B1143,business,high,,,,0
B1144,individual,high,,,,0
B1145,individual,low,,,,0
B1146,business,medium,,,,0
B1147,individual,low,,,,0
B1148,business,high,,,,0
B1149,business,low,,,,0
B1150,individual,low,,,,0
B1151,offshore,high,,,,0
B1152,business,low,,,,0
B1153,offshore,high,,,,0
B1154,individual,low,,,,0
B1155,individual,low,,,,0
B1156,individual,medium,,,,0
B1157,shell_company,medium,Delaware,1521,0,0
B1158,individual,low,,,,0
B1159,individual,high,,,,0
B1160,offshore,low,,,,0
B1161,crypto,low,,,,0
B1162,individual,medium,,,,0
B1163,individual,low,,,,0
B1164,business,low,,,,0
B1165,individual,low,,,,0
B1166,individual,medium,,,,0
B1167,individual,medium,,,,0
B1168,business,low,,,,0
B1169,individual,medium,,,,0
B1170,business,low,,,,0
B1171,individual,low,,,,0
B1172,individual,low,,,,0
B1173,individual,low,,,,0
B1174,individual,medium,,,,0
B1175,crypto,low,,,,0
B1176,crypto,low,,,,0
B1177,business,low,,,,0
B1178,shell_company,high,Luxembourg,992,0,0
B1179,business,medium,,,,0
B1180,business,low,,,,0
B1181,shell_company,high,BVI,127,0,1
B1182,business,medium,,,,0
B1183,shell_company,high,Cayman,637,0,0
B1184,individual,low,,,,0
B1185,business,high,,,,0
B1186,shell_company,high,Luxembourg,491,1,0
B1187,business,medium,,,,0
B1188,shell_company,medium,Singapore,1540,1,0
B1189,individual,low,,,,0
B1190,individual,low,,,,0
B1191,individual,low,,,,0
B1192,business,high,,,,0
B1193,individual,low,,,,0
B1194,individual,low,,,,0
B1195,shell_company,medium,Panama,1003,0,0
B1196,individual,high,,,,0
B1197,business,low,,,,0
B1198,individual,low,,,,0
B1199,business,low,,,,0
B1200,individual,low,,,,0
B1201,individual,high,,,,0
B1202,business,medium,,,,0
B1203,individual,low,,,,0
B1204,individual,high,,,,0
B1205,individual,low,,,,0
B1206,individual,low,,,,0
B1207,individual,low,,,,0
B1208,individual,medium,,,,0
B1209,business,high,,,,0
B1210,business,low,,,,0
B1211,individual,low,,,,0
B1212,shell_company,medium,Cayman,818,0,0
B1213,individual,low,,,,0
B1214,business,low,,,,0
B1215,business,high,,,,0
B1216,business,high,,,,0
B1217,business,low,,,,0
B1218,individual,medium,,,,0
B1219,business,high,,,,0
B1220,individual,low,,,,0
B1221,individual,low,,,,0
B1222,business,low,,,,0
B1223,crypto,low,,,,0
B1224,individual,low,,,,0
B1225,crypto,high,,,,0
B1226,shell_company,high,Luxembourg,654,0,0
B1227,offshore,medium,,,,0
B1228,business,medium,,,,0
B1229,offshore,low,,,,0
B1230,individual,high,,,,0
B1231,business,low,,,,0
B1232,individual,low,,,,0
B1233,offshore,medium,,,,0
B1234,business,low,,,,0
B1235,crypto,low,,,,0
B1236,individual,medium,,,,0
B1237,offshore,high,,,,0
B1238,individual,low,,,,0
B1239,individual,low,,,,0
B1240,crypto,high,,,,0
B1241,crypto,low,,,,0
B1242,individual,low,,,,0
B1243,business,low,,,,0
B1244,individual,medium,,,,0
B1245,individual,medium,,,,0
B1246,offshore,low,,,,0
B1247,offshore,medium,,,,0
B1248,individual,low,,,,0
B1249,crypto,low,,,,0
B1250,crypto,low,,,,0
B1251,individual,high,,,,0
B1252,offshore,low,,,,0
B1253,individual,low,,,,0
B1254,individual,low,,,,0
B1255,business,low,,,,0
B1256,individual,low,,,,0
B1257,individual,low,,,,0
B1258,individual,medium,,,,0
B1259,business,low,,,,0
B1260,individual,low,,,,0
B1261,business,low,,,,0
B1262,shell_company,medium,Panama,424,0,0
B1263,individual,medium,,,,0
B1264,individual,high,,,,0
B1265,individual,medium,,,,0
B1266,individual,low,,,,0
B1267,business,high,,,,0
B1268,crypto,low,,,,0
B1269,business,low,,,,0
B1270,individual,low,,,,0
B1271,individual,low,,,,0
B1272,individual,low,,,,0
B1273,business,low,,,,0
B1274,individual,low,,,,0
B1275,individual,low,,,,0
B1276,shell_company,high,Seychelles,1028,0,0
B1277,individual,low,,,,0
B1278,business,low,,,,0
B1279,offshore,medium,,,,0
B1280,individual,medium,,,,0
B1281,individual,medium,,,,0
B1282,business,low,,,,0
B1283,individual,low,,,,0
B1284,individual,medium,,,,0
B1285,crypto,low,,,,0
B1286,business,medium,,,,0
B1287,offshore,low,,,,0
B1288,crypto,low,,,,0
B1289,individual,medium,,,,0
B1290,business,medium,,,,0
B1291,individual,low,,,,0
B1292,individual,low,,,,0
B1293,individual,high,,,,0
B1294,business,low,,,,0
B1295,individual,medium,,,,0
B1296,individual,medium,,,,0
B1297,individual,low,,,,0
B1298,individual,high,,,,0
B1299,individual,high,,,,0
B1300,individual,low,,,,0
B1301,individual,medium,,,,0
B1302,offshore,low,,,,0
B1303,individual,low,,,,0
B1304,business,medium,,,,0
B1305,individual,medium,,,,0
B1306,individual,medium,,,,0
B1307,business,high,,,,0
B1308,business,low,,,,0
B1309,crypto,medium,,,,0
B1310,offshore,high,,,,0
B1311,individual,low,,,,0
B1312,individual,low,,,,0
B1313,individual,low,,,,0
B1314,individual,low,,,,0
B1315,individual,medium,,,,0
B1316,individual,high,,,,0
B1317,individual,medium,,,,0
B1318,individual,high,,,,0
B1319,individual,high,,,,0
B1320,individual,low,,,,0
B1321,business,low,,,,0
B1322,individual,low,,,,0
B1323,individual,low,,,,0
B1324,individual,low,,,,0
B1325,business,low,,,,0
B1326,business,low,,,,0
B1327,individual,low,,,,0
B1328,individual,low,,,,0
B1329,individual,low,,,,0
B1330,shell_company,high,BVI,915,0,0
B1331,individual,high,,,,0
B1332,business,low,,,,0
B1333,individual,low,,,,0
B1334,individual,low,,,,0
B1335,individual,low,,,,0
B1336,individual,medium,,,,0
B1337,individual,low,,,,0
B1338,individual,medium,,,,0
B1339,individual,medium,,,,0
B1340,crypto,medium,,,,0
B1341,individual,high,,,,0
B1342,individual,medium,,,,0
B1343,individual,low,,,,0
B1344,crypto,low,,,,0
B1345,business,medium,,,,0
B1346,individual,high,,,,0
B1347,individual,medium,,,,0
B1348,individual,low,,,,0
B1349,business,high,,,,0
B1350,individual,low,,,,0
B1351,business,low,,,,0
B1352,individual,medium,,,,0
B1353,offshore,low,,,,0
B1354,individual,medium,,,,0
B1355,individual,low,,,,0
B1356,business,medium,,,,0
B1357,shell_company,high,Panama,610,0,0
B1358,business,low,,,,0
B1359,individual,low,,,,0
B1360,individual,medium,,,,0
B1361,individual,low,,,,0
B1362,business,high,,,,0
B1363,individual,high,,,,0
B1364,business,low,,,,0
B1365,business,low,,,,0
B1366,business,medium,,,,0
B1367,individual,low,,,,0
B1368,individual,low,,,,0
B1369,business,low,,,,0
B1370,individual,low,,,,0
B1371,individual,medium,,,,0
B1372,individual,low,,,,0
B1373,business,low,,,,0
B1374,individual,medium,,,,0
B1375,individual,low,,,,0
B1376,business,low,,,,0
B1377,individual,low,,,,0
B1378,business,low,,,,0
B1379,individual,high,,,,0
B1380,shell_company,high,BVI,1419,0,0
B1381,individual,medium,,,,0
B1382,offshore,medium,,,,0
B1383,individual,low,,,,0
B1384,individual,low,,,,0
B1385,individual,low,,,,0
B1386,individual,high,,,,0
B1387,business,high,,,,0
B1388,individual,low,,,,0
B1389,business,low,,,,0
B1390,crypto,low,,,,0
B1391,crypto,low,,,,0
B1392,individual,low,,,,0
B1393,business,low,,,,0
B1394,business,medium,,,,0
B1395,individual,low,,,,0
B1396,individual,low,,,,0
B1397,individual,low,,,,0
B1398,crypto,low,,,,0
B1399,business,low,,,,0
B1400,individual,medium,,,,0
B1401,business,low,,,,0
B1402,individual,low,,,,0
B1403,shell_company,high,Delaware,796,1,0
B1404,individual,low,,,,0
B1405,individual,low,,,,0
B1406,individual,medium,,,,0
B1407,offshore,medium,,,,0
B1408,crypto,low,,,,0
B1409,business,low,,,,0
B1410,individual,high,,,,0
B1411,individual,high,,,,0
B1412,individual,low,,,,0
B1413,individual,low,,,,0
B1414,individual,low,,,,0
B1415,individual,low,,,,0
B1416,individual,low,,,,0
B1417,business,low,,,,0
B1418,crypto,low,,,,0
B1419,business,medium,,,,0
B1420,business,low,,,,0
B1421,shell_company,medium,Cayman,428,0,0
B1422,offshore,low,,,,0
B1423,individual,low,,,,0
B1424,individual,low,,,,0
B1425,individual,low,,,,0
B1426,individual,low,,,,0
B1427,crypto,medium,,,,0
B1428,shell_company,high,BVI,1618,0,0
B1429,crypto,low,,,,0
B1430,business,low,,,,0
B1431,individual,low,,,,0
B1432,business,low,,,,0
B1433,business,low,,,,0
B1434,individual,low,,,,0
B1435,individual,low,,,,0
B1436,individual,medium,,,,0
B1437,individual,low,,,,0
B1438,individual,low,,,,0
B1439,business,low,,,,0
B1440,individual,medium,,,,0
B1441,business,high,,,,0
B1442,business,high,,,,0
B1443,individual,low,,,,0
B1444,business,medium,,,,0
B1445,business,medium,,,,0
B1446,shell_company,high,BVI,365,0,0
B1447,shell_company,high,BVI,1071,0,0
B1448,offshore,high,,,,0
B1449,shell_company,high,Luxembourg,1723,0,0
B1450,offshore,low,,,,0
B1451,offshore,low,,,,0
B1452,crypto,low,,,,0
B1453,individual,low,,,,0
B1454,crypto,low,,,,0
B1455,individual,low,,,,0
B1456,crypto,low,,,,0
B1457,individual,low,,,,0
B1458,business,high,,,,0
B1459,individual,medium,,,,0
B1460,business,low,,,,0
B1461,individual,low,,,,0
B1462,crypto,low,,,,0
B1463,individual,high,,,,0
B1464,crypto,high,,,,0
B1465,shell_company,high,Seychelles,1645,1,0
B1466,business,low,,,,0
B1467,individual,low,,,,0
B1468,business,medium,,,,0
B1469,individual,low,,,,0
B1470,offshore,low,,,,0
B1471,individual,medium,,,,0
B1472,offshore,high,,,,0
B1473,business,high,,,,0
B1474,individual,low,,,,0
B1475,offshore,low,,,,0
B1476,business,low,,,,0
B1477,business,medium,,,,0
B1478,individual,low,,,,0
B1479,business,low,,,,0
B1480,offshore,low,,,,0
B1481,business,low,,,,0
B1482,crypto,low,,,,0
B1483,shell_company,high,Panama,169,0,1
B1484,business,high,,,,0
B1485,crypto,medium,,,,0
B1486,individual,low,,,,0
B1487,individual,low,,,,0
B1488,individual,low,,,,0
B1489,shell_company,high,BVI,415,0,0
B1490,business,low,,,,0
B1491,business,low,,,,0
B1492,crypto,medium,,,,0
B1493,individual,medium,,,,0
B1494,individual,low,,,,0
B1495,individual,medium,,,,0
B1496,business,low,,,,0
B1497,business,low,,,,0
B1498,individual,high,,,,0
B1499,business,low,,,,0
B1500,business,high,,,,0
B1501,offshore,high,,,,0
B1502,individual,medium,,,,0
B1503,individual,low,,,,0
B1504,crypto,low,,,,0
B1505,crypto,high,,,,0
B1506,business,low,,,,0
B1507,business,low,,,,0
B1508,business,low,,,,0
B1509,individual,medium,,,,0
B1510,crypto,low,,,,0
B1511,individual,low,,,,0
B1512,business,low,,,,0
B1513,crypto,low,,,,0
B1514,business,low,,,,0
B1515,individual,low,,,,0
B1516,individual,low,,,,0
B1517,individual,low,,,,0
B1518,individual,low,,,,0
B1519,individual,low,,,,0
B1520,crypto,low,,,,0
B1521,shell_company,high,Mauritius,1444,0,0
B1522,individual,low,,,,0
B1523,business,low,,,,0
B1524,business,low,,,,0
B1525,individual,medium,,,,0
B1526,individual,high,,,,0
B1527,business,low,,,,0
B1528,individual,medium,,,,0
B1529,individual,high,,,,0
B1530,business,low,,,,0
B1531,individual,high,,,,0
B1532,business,low,,,,0
B1533,individual,low,,,,0
B1534,business,low,,,,0
B1535,individual,low,,,,0
B1536,business,low,,,,0
B1537,individual,medium,,,,0
B1538,individual,low,,,,0
B1539,individual,medium,,,,0
B1540,business,low,,,,0
B1541,individual,low,,,,0
B1542,individual,medium,,,,0
B1543,shell_company,high,BVI,507,0,0
B1544,business,low,,,,0
B1545,business,low,,,,0
B1546,individual,low,,,,0
B1547,individual,low,,,,0
B1548,individual,low,,,,0
B1549,business,medium,,,,0
B1550,individual,high,,,,0
B1551,individual,low,,,,0
B1552,individual,low,,,,0
B1553,business,low,,,,0
B1554,individual,medium,,,,0
B1555,individual,medium,,,,0
B1556,individual,high,,,,0
B1557,individual,high,,,,0
B1558,individual,low,,,,0
B1559,business,low,,,,0
B1560,individual,high,,,,0
B1561,crypto,low,,,,0
B1562,shell_company,high,Luxembourg,1243,1,0
B1563,individual,low,,,,0
B1564,offshore,medium,,,,0
B1565,individual,low,,,,0
B1566,crypto,low,,,,0
B1567,individual,medium,,,,0
B1568,business,low,,,,0
B1569,business,low,,,,0
B1570,individual,low,,,,0
B1571,shell_company,high,Panama,711,1,0
B1572,individual,low,,,,0
B1573,shell_company,high,Panama,1275,0,0
B1574,crypto,low,,,,0
B1575,individual,low,,,,0
B1576,individual,low,,,,0
B1577,individual,medium,,,,0
B1578,individual,medium,,,,0
B1579,offshore,low,,,,0
B1580,shell_company,high,BVI,471,0,0
B1581,individual,low,,,,0
B1582,business,low,,,,0
B1583,shell_company,high,BVI,1758,0,0
B1584,individual,low,,,,0
B1585,individual,low,,,,0
B1586,crypto,low,,,,0
B1587,individual,low,,,,0
B1588,individual,low,,,,0
B1589,crypto,low,,,,0
B1590,individual,low,,,,0
B1591,individual,low,,,,0
B1592,individual,low,,,,0
B1593,business,low,,,,0
B1594,shell_company,high,Singapore,111,0,1
B1595,individual,medium,,,,0
B1596,business,low,,,,0
B1597,individual,low,,,,0
B1598,individual,low,,,,0
B1599,business,medium,,,,0
B1600,individual,low,,,,0
B1601,individual,low,,,,0
B1602,business,low,,,,0
B1603,individual,high,,,,0
B1604,individual,low,,,,0
B1605,individual,low,,,,0
B1606,individual,low,,,,0
B1607,shell_company,medium,Singapore,471,0,0
B1608,individual,low,,,,0
B1609,individual,medium,,,,0
B1610,crypto,low,,,,0
B1611,individual,low,,,,0
B1612,business,low,,,,0
B1613,individual,high,,,,0
B1614,individual,low,,,,0
B1615,business,low,,,,0
B1616,business,medium,,,,0
B1617,shell_company,high,BVI,1469,0,0
B1618,business,low,,,,0
B1619,individual,medium,,,,0
B1620,business,high,,,,0
B1621,individual,low,,,,0
B1622,individual,low,,,,0
B1623,individual,low,,,,0
B1624,individual,low,,,,0
B1625,crypto,low,,,,0
B1626,individual,medium,,,,0
B1627,individual,low,,,,0
B1628,individual,medium,,,,0
B1629,offshore,low,,,,0
B1630,shell_company,high,Cayman,1779,1,0
B1631,individual,high,,,,0
B1632,individual,low,,,,0
B1633,crypto,low,,,,0
B1634,individual,low,,,,0
B1635,individual,medium,,,,0
B1636,individual,high,,,,0
B1637,business,low,,,,0
B1638,business,low,,,,0
B1639,individual,medium,,,,0
B1640,individual,medium,,,,0
B1641,shell_company,high,Singapore,250,0,0
B1642,shell_company,high,Cayman,388,0,0
B1643,business,medium,,,,0
B1644,individual,low,,,,0
B1645,individual,high,,,,0
B1646,individual,high,,,,0
B1647,business,low,,,,0
B1648,individual,low,,,,0
B1649,business,low,,,,0
B1650,individual,low,,,,0
B1651,business,low,,,,0
B1652,business,high,,,,0
B1653,shell_company,high,Seychelles,213,0,0
B1654,crypto,high,,,,0
B1655,crypto,low,,,,0
B1656,business,low,,,,0
B1657,individual,low,,,,0
B1658,individual,low,,,,0
B1659,crypto,high,,,,0
B1660,individual,low,,,,0
B1661,individual,low,,,,0
B1662,business,high,,,,0
B1663,business,high,,,,0
B1664,offshore,low,,,,0
B1665,offshore,low,,,,0
B1666,individual,low,,,,0
B1667,individual,low,,,,0
B1668,business,low,,,,0
B1669,individual,medium,,,,0
B1670,business,low,,,,0
B1671,individual,medium,,,,0
B1672,business,low,,,,0
B1673,business,low,,,,0
B1674,individual,low,,,,0
B1675,business,low,,,,0
B1676,business,low,,,,0
B1677,offshore,medium,,,,0
B1678,individual,medium,,,,0
B1679,individual,medium,,,,0
B1680,individual,low,,,,0
B1681,business,low,,,,0
B1682,business,low,,,,0
B1683,business,low,,,,0
B1684,individual,low,,,,0
B1685,individual,medium,,,,0
B1686,business,low,,,,0
B1687,crypto,high,,,,0
B1688,individual,high,,,,0
B1689,individual,low,,,,0
B1690,crypto,low,,,,0
B1691,individual,high,,,,0
B1692,shell_company,medium,Seychelles,782,0,0
B1693,individual,low,,,,0
B1694,offshore,low,,,,0
B1695,shell_company,high,BVI,535,1,0
B1696,business,low,,,,0
B1697,crypto,low,,,,0
B1698,individual,low,,,,0
B1699,business,medium,,,,0
B1700,individual,low,,,,0
B1701,business,medium,,,,0
B1702,business,medium,,,,0
B1703,shell_company,high,Panama,84,0,1
B1704,individual,low,,,,0
B1705,business,high,,,,0
B1706,individual,low,,,,0
B1707,individual,medium,,,,0
B1708,business,high,,,,0
B1709,business,low,,,,0
B1710,individual,high,,,,0
B1711,business,low,,,,0
B1712,individual,low,,,,0
B1713,individual,low,,,,0
B1714,individual,medium,,,,0
B1715,individual,low,,,,0
B1716,individual,medium,,,,0
B1717,shell_company,high,Panama,1702,1,0
B1718,individual,low,,,,0
B1719,individual,low,,,,0
B1720,offshore,low,,,,0
B1721,crypto,low,,,,0
B1722,business,high,,,,0
B1723,individual,medium,,,,0
B1724,individual,high,,,,0
B1725,business,low,,,,0
B1726,business,low,,,,0
B1727,business,low,,,,0
B1728,business,low,,,,0
B1729,offshore,medium,,,,0
B1730,individual,low,,,,0
B1731,individual,high,,,,0
B1732,individual,low,,,,0
B1733,individual,medium,,,,0
B1734,offshore,medium,,,,0
B1735,individual,low,,,,0
B1736,individual,medium,,,,0
B1737,business,low,,,,0
B1738,offshore,low,,,,0
B1739,crypto,high,,,,0
B1740,crypto,low,,,,0
B1741,offshore,medium,,,,0
B1742,shell_company,high,Cayman,1214,0,0
B1743,business,low,,,,0
B1744,crypto,high,,,,0
B1745,business,low,,,,0
B1746,business,medium,,,,0
B1747,individual,medium,,,,0
B1748,business,high,,,,0
B1749,individual,low,,,,0
B1750,individual,low,,,,0
B1751,individual,low,,,,0
B1752,individual,low,,,,0
B1753,business,high,,,,0
B1754,individual,low,,,,0
B1755,business,low,,,,0
B1756,business,low,,,,0
B1757,business,low,,,,0
B1758,individual,medium,,,,0
B1759,individual,medium,,,,0
B1760,individual,medium,,,,0
B1761,business,medium,,,,0
B1762,individual,medium,,,,0
B1763,individual,medium,,,,0
B1764,shell_company,high,Luxembourg,1294,0,0
B1765,individual,medium,,,,0
B1766,business,low,,,,0
B1767,individual,low,,,,0
B1768,individual,low,,,,0
B1769,individual,medium,,,,0
B1770,offshore,high,,,,0
B1771,individual,low,,,,0
B1772,business,low,,,,0
B1773,business,low,,,,0
B1774,individual,medium,,,,0
B1775,individual,low,,,,0
B1776,individual,low,,,,0
B1777,business,low,,,,0
B1778,individual,low,,,,0
B1779,shell_company,medium,Mauritius,1130,0,0
B1780,individual,low,,,,0
B1781,shell_company,medium,Cayman,808,0,0
B1782,business,medium,,,,0
B1783,individual,medium,,,,0
B1784,individual,low,,,,0
B1785,individual,high,,,,0
B1786,shell_company,high,BVI,1745,0,0
B1787,individual,low,,,,0
B1788,individual,low,,,,0
B1789,individual,medium,,,,0
B1790,individual,low,,,,0
B1791,individual,medium,,,,0
B1792,crypto,high,,,,0
B1793,shell_company,medium,Luxembourg,242,0,0
B1794,individual,medium,,,,0
B1795,crypto,medium,,,,0
B1796,business,low,,,,0
B1797,individual,low,,,,0
B1798,business,low,,,,0
B1799,individual,low,,,,0
B1800,crypto,medium,,,,0
B1801,crypto,low,,,,0
B1802,business,low,,,,0
B1803,crypto,low,,,,0
B1804,shell_company,medium,Luxembourg,145,1,1
B1805,shell_company,medium,BVI,968,0,0
B1806,business,medium,,,,0
B1807,shell_company,high,Delaware,854,0,0
B1808,shell_company,medium,Luxembourg,1748,0,0
B1809,individual,low,,,,0
B1810,individual,low,,,,0
B1811,individual,low,,,,0
B1812,offshore,high,,,,0
B1813,crypto,low,,,,0
B1814,business,medium,,,,0
B1815,offshore,high,,,,0
B1816,individual,low,,,,0
B1817,business,low,,,,0
B1818,business,medium,,,,0
B1819,individual,low,,,,0
B1820,individual,medium,,,,0
B1821,business,low,,,,0
B1822,individual,medium,,,,0
B1823,business,low,,,,0
B1824,business,low,,,,0
B1825,individual,low,,,,0
B1826,individual,low,,,,0
B1827,individual,low,,,,0
B1828,individual,medium,,,,0
B1829,shell_company,high,Panama,1210,1,0
B1830,individual,high,,,,0
B1831,individual,low,,,,0
B1832,offshore,medium,,,,0
B1833,business,low,,,,0
B1834,business,low,,,,0
B1835,business,medium,,,,0
B1836,business,low,,,,0
B1837,individual,low,,,,0
B1838,individual,low,,,,0
B1839,shell_company,high,Singapore,1351,0,0
B1840,shell_company,high,Panama,725,0,0
B1841,business,low,,,,0
B1842,business,low,,,,0
B1843,shell_company,high,Mauritius,1593,0,0
B1844,individual,medium,,,,0
B1845,shell_company,high,Mauritius,1242,0,0
B1846,business,medium,,,,0
B1847,crypto,medium,,,,0
B1848,individual,high,,,,0
B1849,individual,low,,,,0
B1850,individual,low,,,,0
B1851,business,medium,,,,0
B1852,individual,low,,,,0
B1853,individual,high,,,,0
B1854,offshore,low,,,,0
B1855,individual,low,,,,0
B1856,business,high,,,,0
B1857,individual,high,,,,0
B1858,individual,medium,,,,0
B1859,individual,medium,,,,0
B1860,business,low,,,,0
B1861,business,medium,,,,0
B1862,individual,medium,,,,0
B1863,business,low,,,,0
B1864,individual,low,,,,0
B1865,business,high,,,,0
B1866,individual,medium,,,,0
B1867,individual,low,,,,0
B1868,individual,low,,,,0
B1869,individual,high,,,,0
B1870,individual,medium,,,,0
B1871,shell_company,high,Seychelles,732,0,0
B1872,individual,low,,,,0
B1873,crypto,low,,,,0
B1874,business,low,,,,0
B1875,individual,low,,,,0
B1876,individual,low,,,,0
B1877,individual,low,,,,0
B1878,business,high,,,,0
B1879,shell_company,medium,Panama,479,0,0
B1880,individual,low,,,,0
B1881,individual,low,,,,0
B1882,offshore,low,,,,0
B1883,business,low,,,,0
B1884,individual,low,,,,0
B1885,shell_company,medium,Seychelles,1824,1,0
B1886,business,low,,,,0
B1887,shell_company,medium,BVI,619,1,0
B1888,individual,high,,,,0
B1889,individual,low,,,,0
B1890,individual,low,,,,0
B1891,business,high,,,,0
B1892,crypto,high,,,,0
B1893,individual,low,,,,0
B1894,individual,high,,,,0
B1895,individual,low,,,,0
B1896,individual,medium,,,,0
B1897,offshore,medium,,,,0
B1898,shell_company,medium,Panama,1252,0,0
B1899,individual,low,,,,0
B1900,business,medium,,,,0
B1901,individual,low,,,,0
B1902,individual,high,,,,0
B1903,crypto,high,,,,0
B1904,business,medium,,,,0
B1905,crypto,low,,,,0
B1906,crypto,medium,,,,0
B1907,business,medium,,,,0
B1908,business,low,,,,0
B1909,individual,low,,,,0
B1910,individual,medium,,,,0
B1911,crypto,low,,,,0
B1912,individual,low,,,,0
B1913,business,medium,,,,0
B1914,individual,low,,,,0
B1915,shell_company,medium,Luxembourg,755,1,0
B1916,business,low,,,,0
B1917,individual,high,,,,0
B1918,individual,medium,,,,0
B1919,business,low,,,,0
B1920,individual,medium,,,,0
B1921,shell_company,medium,BVI,838,0,0
B1922,individual,low,,,,0
B1923,business,low,,,,0
B1924,business,low,,,,0
B1925,business,low,,,,0
B1926,shell_company,high,Cayman,1353,0,0
B1927,individual,low,,,,0
B1928,individual,low,,,,0
B1929,shell_company,high,BVI,1197,0,0
B1930,individual,low,,,,0
B1931,individual,low,,,,0
B1932,individual,medium,,,,0
B1933,business,medium,,,,0
